"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Modeling viscosity of moderate and light dead oils in the presence of complex aromatic structure","https://scispace.com/paper/modeling-viscosity-of-moderate-and-light-dead-oils-in-the-ucfwc23jzf","2019","Journal Article","Journal of Petroleum Science and Engineering","M. El Aily
E.M. Mansour
S.E.M. Desouky
M.E. Helmi","10.1016/J.PETROL.2018.10.024","","- **Relevance Score:** 86/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses modified Beggs and Robinson correlation to model viscosity of moderate and light dead oils; includes PVT context but does not focus on heavy oil or fully compare models.",""
"Evaluation of empirically derived oil viscosity correlations for the Niger Delta crude","https://scispace.com/paper/evaluation-of-empirically-derived-oil-viscosity-correlations-438pyc8vzs","2009","Journal Article","Journal of Petroleum Science and Engineering","Sunday Sunday Ikiensikimama
Olu Ogboja","10.1016/J.PETROL.2009.09.005","https://www.academia.edu/download/72371202/j.petrol.2009.09.00520211013-12917-1kxal3x.pdf","- **Relevance Score:** 86/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses oil viscosity correlations, including Beggs and Robinson, using PVT data for Niger Delta crude; compares multiple empirical models but does not focus on heavy oil.",""
"Investigating the feasibility of nitrogen injection in turner valley","https://scispace.com/paper/investigating-the-feasibility-of-nitrogen-injection-in-3lmx6wifsl","2015","","","Igor Koracin","","https://scispace.com/pdf/investigating-the-feasibility-of-nitrogen-injection-in-3lmx6wifsl.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses Egbogah and Beggs viscosity correlations to compute oil viscosity across API ranges, addressing crude oil PVT properties; no model comparison or heavy‑oil‑specific focus.","The Turner Valley gas and oil field was discovered in 1913 and it was one of the main plays that sparked the growth of the petroleum industry in Canada. The Turner Valley formation is a Mississippian reservoir located at a mean depth of 7,546 feet. It is a heavily faulted field, 25 miles in length with an average width of 2 miles and is located 30 miles south-west of Calgary. It is an asymmetric anticlinal structure cut by the y axis with parallel thrust and normal faults. Due to its early inception and the lack of resource development regulations, Turner Valley was produced without conservation. Most of the gas was flared as a result of the desire to produce naphtha as quickly as possible. At current conditions (2015), there are approximately 1.3 billion barrels of oil in place that are unable to be recovered through a primary drive due to the field’s lack of energy. A structural model of the field has been built and characterized with the purpose of evaluating if nitrogen injection as an enhanced oil recovery method is economically feasible. The model was history matched to field production from 50 wells and nitrogen injection as pressure maintenance was simulated. Three nitrogen cases have been run, varying in the number of injectors, and the results have been analyzed and compared on an economic basis with the “do nothing case”. In the first case a single well was converted from a gas producer to a nitrogen injection located at the crest of the gas cap with the remaining gas producers being shut in. The second case also assigned a single well to nitrogen injection at the top of the gas cap but left the remaining gas producers open to flow. The final case that was run converted six wells, located in the top half of the gas cap to nitrogen injection and shut in the remaining gas producers. Economics were run at a discount rate of 10% and were evaluated at oil prices of 40$/bbl, 60$/bbl, and 80$/bbl. Nitrogen injection proved to be economically viable as an enhanced oil recovery mechanism at an oil price of 80$/bbl with the second case being the most attractive alternative. Although the NVP at 60$/bbl was positive, the value was too low to warrant a recommendation to apply a nitrogen injection method with the present project parameters. A price of 40$/bbl resulted in a negative NPV and therefore nitrogen injection in Turner Valley at such a low oil price should not be attempted."
"Models for predicting the viscosity of Middle East crude oils","https://scispace.com/paper/models-for-predicting-the-viscosity-of-middle-east-crude-3sdimw6dx6","1999","Journal Article","Fuel","Adel M. Elsharkawy
Abbas A. Alikhan","10.1016/S0016-2361(99)00019-8","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses Beggs and Robinson correlation to predict viscosity as a function of API gravity and temperature; does not compare multiple models nor focus specifically on heavy oil.",""
"An improved temperature-viscosity correlation for crude oil systems","https://scispace.com/paper/an-improved-temperature-viscosity-correlation-for-crude-oil-4aob6z3pna","1990","Journal Article","Journal of Petroleum Science and Engineering","Emmanuel O. Egbogah
Jack T. Ng","10.1016/0920-4105(90)90009-R","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses a modified Beggs and Robinson viscosity correlation applied to laboratory PVT data of crude oil; does not compare models or target heavy oil specifically.",""
"Improved correlations for predicting the viscosity of light crudes","https://scispace.com/paper/improved-correlations-for-predicting-the-viscosity-of-light-b47qb2cr8w","1992","Journal Article","Journal of Petroleum Science and Engineering","Rafa Labedi","10.1016/0920-4105(92)90035-Y","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses viscosity correlations using Beggs‑Robinson and API gravity for light crude oils; does not compare models or focus on heavy oil.",""
"Evaluation of empirically derived PVT properties for Egyptian oils","https://scispace.com/paper/NgsurxMc2OwJ","","","","AM Saleh
IS Mahgoub
Y Asaad","","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses Beggs and Robinson viscosity correlations for gas‑saturated crude oil PVT properties of Egyptian oils; does not compare models or focus on heavy oil.",""
"Improved PVT correlations for UAE crude oils","https://scispace.com/paper/improved-pvt-correlations-for-uae-crude-oils-4bdrt0alic","1997","Proceedings Article","","Reyadh A. Almehaideb","10.2118/37691-MS","","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses Beggs correlation to assess live oil viscosity for UAE crude PVT data, but does not compare multiple models nor focus on heavy oil.","Current empirical correlations to evaluate crude oil PVT properties are based on data from different parts in the world and are more accurate for use with crudes from the same basins for which the data was correlated. Standing correlation, for example, used California crudes. Glaso's used North Sea crudes. Al-Marhoun's used Middle East crudes. Petrosky and Farshad used Gulf of Mexico crudes, and Dokla and Osman produced a correlation based on UAE offshore crude oil samples. A few other correlations were based on a very large number of samples from different regions. The most widely used of these is the Vasquez and Beggs correlation. The universal correlations, however, are less accurate than regional correlations, when they are available, because of the scatter involved by using a large number of data. The UAE fields are very significant and constitute around 10% of reserves worldwide. In this work, experimental PVT measurements from around 15 reservoirs located in the UAE were used to test the validity of commonly used PVT correlations. The data then was used to construct a new set of empirical correlations which were also tested against the experimental values. Results indicate that the new correlations reduced the error involved in estimating the bubble point pressures and the oil formation volume factor to within less than half the range of error associated with commonly used correlations when compared to experimental values. The physical properties correlated include the oil formation volume factor at the bubble point, the bubble point pressure, the oil compressibility (in order to get the oil formation volume factor above the bubble point pressure), and the oil viscosity at the bubble point and above the bubble point."
"A Heavy-oil Viscosity Predicting Model Considering the Effect of Asphalt and Water Content","https://scispace.com/paper/a-heavy-oil-viscosity-predicting-model-considering-the-3oohqpuw23","2012","Journal Article","Journal of Oil and Gas Technology","LI Ying-chuan","","","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Evaluates four conventional heavy‑oil viscosity models and proposes a new temperature‑API‑asphalt‑water model, achieving lower average errors for heavy oil samples.","Heavy oil viscosity was usually thought to be the function of temperature and API approximately.But it was also related to asphalt and colloid content,water content and so on.Four conventional viscosity prediction models for degassed heavy oil were evaluated by using sample test data from 29 heavy oil wells.A new model was established by using the method of comparison and fitting.The new model took temperature,API,asphalt and colloid content and water content into consideration.The viscosity of the heavy oil samples was forecasted by using the new model.The average relative errors within the two ranges of API are 15.76% and 17.20% respectively,which is far less than that of the evaluation models.The viscosity of other 11 heavy oil samples is also predicted by using the new model.The average and relative error is 17.66%,it can basically meet the requirement of engineering accuracy."
"Viscosity models for bitumen–solvent mixtures","https://scispace.com/paper/viscosity-models-for-bitumen-solvent-mixtures-2irv4k0vya","2021","","","Olalekan S. Alade
Dhafer Al Shehri
Mohamed Mahmoud
Samuel Olusegun
Lateef Owolabi Lawal
Muhammad Shahzad Kamal
Ayman Al-Nakhli","10.1007/S13202-021-01101-9","https://scispace.com/pdf/viscosity-models-for-bitumen-solvent-mixtures-2irv4k0vya.pdf","- **Relevance Score:** 76/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Surveys and compares multiple viscosity models for bitumen‑solvent (heavy oil) mixtures, noting API gravity effects and model performance across conditions.","Viscosity is the resistance of a material to continuous deformation exerted by shear force. High viscosity, which is sometimes greater than 1 million mPa s, at the initial reservoir conditions, is a major challenge to recovery, production, and transportation of bitumen. Addition of organic solvents or diluents with bitumen leads to significant viscosity reduction and forms the basis for the steam/solvent-assisted recovery methods of extra-heavy oil and bitumen. Therefore, modeling and predicting viscosity of bitumen–solvent mixture has become an important step in the development of solvent-assisted system. The aim of this article is to present a concise survey of the various viscosity models that have been proposed to predict the viscosity of bitumen–solvent mixtures, and make comparative discussion on their applicability. Available reports revealed that the accuracy of a model to predict the viscosity of bitumen–solvent mixtures depends on various factors including the type and concentration of solvents, and the properties of the bitumen. Thus, no model has been found to have absolute capability to predict the viscosity for all mixtures. Therefore, there is room for further improvement on the viscosity modeling of bitumen–solvent system for wider applications."
"Improvement on the Viscosity Models for the Effects of Temperature and Pressure on the Viscosity of Heavy Crude Oils","https://scispace.com/paper/improvement-on-the-viscosity-models-for-the-effects-of-2f1e0pwe0s","2017","Journal Article","Journal of Chemical & Engineering Data","Brittany MacDonald
Adango Miadonye","10.1021/ACS.JCED.6B00619","","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Compares a new semi‑empirical viscosity equation to existing heavy‑oil models for Tangleflags and Athabasca bitumen, showing low percent errors.","With the industrial need for oil creating a growing scarcity of light, transport-efficient oil, a need for more readily transportable heavy crude is being developed. The processes of production and pipeline transportation of heavy crude oil require an understanding of material composition and physical and rheological characteristics, and the changes which occur at different process parameters. Typically this would require a series of expensive and wasteful experiments, done by exposing various crudes to varied processing conditions, such as pressure and temperature, which through exposure produce changes in the oil properties but are overall inefficient. Modeling eliminates these needs as a simple equation can predict heavy crude oil characteristics given parameters of use. This study comparatively examines a new simplistic, semiempirical equation against current empirical models for the viscosity of Tangleflags and Athabasca bitumen. The equation gave values of relatively low percent errors for the effec..."
"The Corresponding States Viscosity Model Applied to Heavy Oil Systems","https://scispace.com/paper/the-corresponding-states-viscosity-model-applied-to-heavy-4qkr88qlk4","2003","Journal Article","Journal of Canadian Petroleum Technology","N. Lindeloff
Karen Schou Pedersen
H.P. Ronningsen
J. Milter","10.2118/04-09-04","","- **Relevance Score:** 68/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Applies a corresponding‑states viscosity model to heavy oils and introduces a new correlation, comparing it to the classical method; does not discuss API, PVT, or biodegradation.","The corresponding states viscosity model is widely accepted in the petroleum industry for calculating oil and gas viscosities. In its classical form, the model predicts the viscosities of complex mixtures using methane as a reference compound. As a result of the chosen reference compound, the corresponding states model has good predictive capabilities for gases and light oil systems, whereas the predictive performance deteriorates for heavier oil systems. The present work discusses how far the performance of the corresponding states model can be stretched in its classical form with methane as the reference compound. It further outlines a procedure based on a viscosity correlation for stable oil mixtures that may take over when the methane reference temperature becomes too low to apply methane as reference compound. In the temperature region where the new correlation is to take over from the classical corresponding states model, there is a smooth transition between the viscosity results obtained with either method. Therefore, the new correlation can be seen as an extrapolation of the corresponding states method to be applicable to heavy aromatic oil mixtures at relatively low temperature."
"Hot oiling spreadsheet","https://scispace.com/paper/hot-oiling-spreadsheet-2v2bkuk4y6","1996","Report","","A.J. Mansure","10.2172/446318","https://scispace.com/pdf/hot-oiling-spreadsheet-2v2bkuk4y6.pdf","- **Relevance Score:** 64/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses Beggs and Robinson correlation to compute oil viscosity from oil gravity, but only briefly mentions oil gravity without full PVT or API details; no model comparisons or heavy‑oil focus.","One of the most common oil-field treatments is hot oiling to remove paraffin from wells. Even though the practice is common, the thermal effectiveness of the process is not commonly understood. In order for producers to easily understand the thermodynamics of hot oiling, a simple tool is needed for estimating downhole temperatures. Such a tool has been developed that was distributed as a compiled, public-domain-software spreadsheet. That spreadsheet has evolved into an interactive from on the World Wide Web and has been adapted into a Windows{trademark} program by Petrolite, St. Louis MO. The development of such a tools was facilitated by expressing downhole temperatures in terms of analytic formulas. Considerable algebraic work is required to develop such formulas. Also, the data describing hot oiling is customarily a mixture of practical units that must be converted to a consistent set of units. To facilitate the algebraic manipulations and to assure unit conversions are correct, during development parallel calculations were made using the spreadsheet and a symbolic mathematics program. Derivation of the formulas considered falling film flow in the annulus and started from the transient differential equations so that the effects of the heat capacity of the tubing and casing could be included. While this approach to developing a software product does not have the power and sophistication of a finite element or difference code, it produces a user friendly product that implements the equations solved with a minimum potential for bugs. This allows emphasis in development of the product to be placed on the physics."
"Modelling the effect of dissolved gases on the viscosity of heavy oils","https://scispace.com/paper/modelling-the-effect-of-dissolved-gases-on-the-viscosity-of-zfnwao02lj","1995","Journal Article","Chemical Engineering Research & Design","Adango Miadonye
B. Singh
S. S. Huang
Ranjan Srivastava
V.R. Puttagunta","","","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Models heavy‑oil viscosity with a generalized correlation using PVT‑cell data; does not cite Beggs, Robinson, or Egbogah models.","The effect of dissolved gases on the viscosity of heavy oils has been modelled using a generalized correlation. The viscosity data for three heavy crude oils and crude oil-gas mixtures were obtained using a PVT-cell equipped with an on-line capillary tube viscometer. The measurements were conducted at various temperatures and pressures; and the viscosities calculated from the data using the Hagen-Poisseuille pipe flow equation. In this paper it is shown that the complex effect of three parameters, (temperature, pressure and dissolved gas concentration) on heavy oil viscosities can be accurately predicted by the correlation which requires only one viscosity measurement at a reference condition of 30°C and one atmosphere. The correlation has been found to be successful for the following range of conditions: temperature, 28°C to 110°C; pressure, 0.8 MPa g to 20.7 MPa g; and viscosity, 0.01 to 1.7 × 10 6 Pa s. The average absolute deviations obtained with measured and curve-fit values at 30°C are 10.4 per cent and 7.9 per cent, respectively"
