"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Characterization of asphaltic oil occurrences from the southeastern margin of the Basque-Cantabrian Basin, Spain","https://scispace.com/paper/characterization-of-asphaltic-oil-occurrences-from-the-dpg5jf52kv","2014","Journal Article","Geologica Acta","Patricia Marín
Gonzalo Marquez
José Luis R. Gallego
Albert Permanyer","10.1344/GEOLOGICAACTA2014.12.4.4","https://scispace.com/pdf/characterization-of-asphaltic-oil-occurrences-from-the-dpg5jf52kv.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses petroleum biodegradation using biomarkers such as steranes and hopanes, applies the Peters & Moldowan scale, and employs GC‑MS and isotopic geochemical analyses.","A geochemical investigation has been undertaken on biodegraded hydrocarbons in outcropping reservoirs of the south-eastern margin of the Basque-Cantabrian Basin (Alava sector) The aims of the study were the characterization of the geochemical features and biodegradation level of these hydrocarbons, and the evaluation of their resemblance to oils from the Ayoluengo onshore oil field by means of isotopic analyses and gas chromatography-mass spectrometry techniques Most of the samples lack n-alkanes, isoprenoids, low molecular weight aromatic compounds, steranes, homohopanes, diasteranes and triaromatic steroids, whereas hexacyclic and heptacyclic alkanes appear as key compounds although some structures were not totally elucidated Thermal maturity has been assessed with several parameters and a calculated-equivalent vitrinite reflectance value of around 08% was estimated In addition, gammacerane content, diasterane-to-sterane ratio and C35 to C34 hopanes ratio suggest that the Alava oil shows were derived from a carbonate rock deposited in a reducing, water-stratified and possibly hypersaline environment Isotopic signatures and other data confirmed that these hydrocarbons are not genetically related to the oils from Ayoluengo and, consequently, their origin is associated with a yet unknown source rock in the basin"
"Etude de pétroles biodégradés : L'isotopie du soufre comme outil de corrélation et marqueur de processus d'altération","https://scispace.com/paper/etude-de-petroles-biodegrades-l-isotopie-du-soufre-comme-4hnbe0spzb","2006","Dissertation","","Sabine Méhay","","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Studies petroleum biodegradation using biomarkers, applies the Peters and Moldowan scale, and employs GC/MS (irm‑GC/MS) analytical techniques.","Dans le cadre de cette these, nous nous sommes interesses a la biodegradation dans les reservoirs petroliers par l’etude moleculaire et isotopique du soufre de trois series naturelles de petrole et de carottes, provenant de l’Alberta (Canada), du bassin de Potiguar (Bresil) et de la vallee de San Joaquin (Californie, USA). L’etude moleculaire des echantillons a permis de leur attribuer un niveau de biodegradation sur l’echelle de Peters et Moldowan (1993) et a egalement mis en evidence des variations dans les degres de maturite atteints et l’origine de la matiere organique des echantillons, au sein de chaque serie. Les correlations entre les echantillons ainsi que l’identification de leurs roches-meres se sont revelees, par contre, complexes, du fait de l’alteration des biomarqueurs. L’etude isotopique du soufre des petroles etudies a montre que le 34S constitue un outil de correlation adapte. En effet, celui-ci ne semble pas affecte par la biodegradation des composes organo-soufres. Cependant, dans les reservoirs susceptibles de contenir de l’H2S, notamment forme par la reduction bacterienne des sulfates, des reactions secondaires de sulfuration et d’echange de soufre pourraient se produire au cours de la biodegradation, et entrainer des variations de 34S du petrole. A cet egard, des experiences de simulation au laboratoire ont mis en evidence que de telles reactions pouvaient effectivement se produire dans les conditions des reservoirs biodegrades. Enfin, des essais de couplage irm-GC/MS ont ete realises pour mesurer la composition isotopique du soufre de composes individuels et ainsi approfondir l’etude des processus de sulfuration et d’echange de soufre."
"Demethylated hopanes in crude oils and their applications in petroleum geochemistry","https://scispace.com/paper/demethylated-hopanes-in-crude-oils-and-their-applications-in-13vwcpssmn","1983","Journal Article","Geochimica et Cosmochimica Acta","John K. Volkman
Robert Alexander
Robert I. Kagi
Garry Wayne Woodhouse","10.1016/0016-7037(83)90112-6","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses demethylated hopanes to track severe petroleum biodegradation, employing hopane biomarkers and constructing a biodegradation scale; mentions geochemistry context.",""
"Comprehensive two-dimensional gas chromatography-mass spectrometry of complex mixtures of anaerobic bacterial metabolites of petroleum hydrocarbons.","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-mass-218c352syz","2017","Journal Article","Journal of Chromatography A","Caroline Aitken
Ian M. Head
David Jones
Steven J. Rowland
Alan G. Scarlett
Charles E. West","10.1016/J.CHROMA.2017.06.027","https://eprints.ncl.ac.uk/file_store/production/237710/9508325D-96DA-4E24-BE0C-A77BBB283437.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Analyzes petroleum biodegradation using GC‑MS/GCxGC‑MS, identifying triaromatic steroids and other biomarkers as degradation products.",""
"Determination of Asphaltene Critical Nanoaggregate Concentration Region Using Ultrasound Velocity Measurements.","https://scispace.com/paper/determination-of-asphaltene-critical-nanoaggregate-1tkdba052s","2017","Journal Article","Scientific Reports","Aleksandra Svalova
Nick G. Parker
Malcolm J. W. Povey
Geoffrey D. Abbott","10.1038/S41598-017-16294-5","https://scispace.com/pdf/determination-of-asphaltene-critical-nanoaggregate-1tkdba052s.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses ultrasound velocity to study asphaltene nanoaggregation while also reporting biodegradation levels, biomarkers, and GC‑MS chromatography data.","Asphaltenes constitute the heaviest, most polar and aromatic fraction of petroleum crucial to the formation of highly-stable water-in-crude oil emulsions. The latter occur during crude oil production as well as spills and cause difficulties to efficient remediation practice. It is thought that in nanoaggregate form, asphaltenes create elastic layers around water droplets enhancing stability of the emulsion matrix. Ultrasonic characterisation is a high-resolution non-invasive tool in colloidal analysis shown to successfully identify asphaltene nanoaggregation in toluene. The high sensitivity of acoustic velocity to molecular rearrangements and ease in implementation renders it an attractive method to study asphaltene phase properties. Currently, aggregation is thought to correspond to an intersection of two concentration-ultrasonic velocity regressions. Our measurements indicate a variation in the proximity of nanoaggregation which is not accounted for by present models. We attribute this uncertainty to physico-chemical heterogeneity of the asphaltene fraction driven by variation in molecular size and propose a critical nanoaggregation region. We treated asphaltenes from North and South American crude oils with ruthenium ion catalysed oxidation to characterize their n-alkyl appendages attached to aromatic cores. Principal component analysis was performed to investigate the coupling between asphaltene structures and velocity measurements and their impact on aggregation."
"The advances in the geochemistry of the biodegraded oil","https://scispace.com/paper/the-advances-in-the-geochemistry-of-the-biodegraded-oil-29ljy9ur5w","2005","Journal Article","Advance in Earth Sciences","MA An-lai
Zhang Shuichang
Jin Zhijun
Zhang Dajiang","10.11867/J.ISSN.1001-8166.2005.04.0449","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses petroleum biodegradation, biomarkers such as tricyclic terpanes and asphaltenes, and references geochemistry as the analytical context.","The biodegradation of crude oil in the reservoir is an important alteration process and has undesirable impact on the oil physical property and economic value. Most of the world oil has been biodegraded. The effects of biodegradation on the ordinary biomarkers have been well known. Some advances in the biodegradation of the uneasily biodegraded biomarkers in recent years, such as high-molecular-weight alkanes, tricyclic terpanes and 25-norhorpane, were reviewed. At present, the details and mechanism taking place during the biodegradation are still obscure. Both aerobic and anaerobic biodegradation mechanisms were discussed. It is proposed anaerobic biodegradation may be dominating and the biodegradation rate is very slow. The temperature was thought to be the main factor controlling the biodegradation. The biodegradation would cease at the reservoir temperature over 80℃. In most case, the biodegraded oils are mixing oils. The methods describing multiple hydrocarbon filling history of the biodegraded oil were introduced. Asphaltene of the biodegraded oil is unsusceptibility to biodegradation and its pyrolysate and Ruthenium-ion-catalyzed-oxidation production has important role in the oil-oil correlation and oil-source correlation for the biodegraded oil. Finally the trend of research on the biodegradation was proposed."
"Oxydation abiotique de bitumes petroliers en milieu naturel. Aspects moleculaires et macromoleculaires","https://scispace.com/paper/oxydation-abiotique-de-bitumes-petroliers-en-milieu-naturel-4zubtdde8o","1996","Dissertation","","Sylvie Lemoine","","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses biomarker analysis to track petroleum biodegradation and abiotic oxidation, identifies triaromatic steroids, and discusses the work within organic geochemistry.","Exposes en surface, les bitumes petroliers subissent l'influence conjointe de plusieurs phenomenes responsables de l'alteration de la matiere organique. Grace a l'analyse des biomarqueurs, l'etude de trois series d'echantillons presentant des degres d'alteration variables a montre que les composes libres ainsi que les constituants macromoleculaires subissent des modifications structurales. Le lessivage-evaporation conduit a la disparition des hydrocarbures satures et aromatiques de bas poids moleculaire. A un stade pousse, la biodegradation affecte tous les alcanes lineaires et ramifies ainsi que les hydrocarbures polycycliques et aromatiques. L'oxydation abiotique de bitumes, peu etudiee en geochimie organique, se manifeste par la quasi-disparition des hydrocarbures aromatiques ; au fur et a mesure de l'oxydation, les steroides mono-, di-, triaromatiques et les 8,14-secohopanes monoaromatiques sont partiellement convertis en cetones benzyliques correspondantes. Chaque famille presente une reactivite particuliere en fonction de son squelette hydrocarbone. Cependant au sein d'une meme famille, l'oxydation benzylique se fait sans discrimination par rapport a la taille des squelettes et a leur configuration. Les sulfures sont partiellement oxydes en sulfones. Par ailleurs, une nouvelle famille de 14-methylsteroides diaromatiques a ete identifiee par synthese d'un compose de reference en c#2#1. L'alteration conduit de plus a une augmentation considerable de la teneur des fractions macromoleculaires. Nous avons montre que de nouvelles fonctions oxygenees (hydroxyles, carbonyles, carboxyles, sulfones) sont incorporees dans les fractions macromoleculaires par oxydation, ce qui resulte en une solubilite partielle de celles-ci en milieu basique (humidification). Ces observations ont ete confirmees par des simulations d'oxydation abiotique de composes de reference en presence de lumiere. Ainsi, comme en milieu naturel, une fonctionnalisation en position benzylique s'opere pour tous les substrats etudies. Nous avons egalement montre que les carbones tertiaires et les cycles aromatiques des composes polyaromatiques peuvent etre degrades"
"Caracterização geoquímica molecular de arenitos asfálticos a partir da desagregação branda de asfaltenos","https://scispace.com/paper/caracterizacao-geoquimica-molecular-de-arenitos-asfalticos-a-luuib14jfa","2013","","","Fernanda Lins da Costa
Laercio Lopes Martins
Georgiana Feitosa da Cruz
Lívia Carvalho Santos
Alexsandro Araujo da Silva","10.21715/GB.V27I2.382","https://scispace.com/pdf/caracterizacao-geoquimica-molecular-de-arenitos-asfalticos-a-luuib14jfa.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses oxidation to release occluded hydrocarbons, discusses biodegradation effects, analyzes occluded biomarkers, focuses on asphaltenes, and employs SARA/geochemical analysis.","Uma quantidade significativa de hidrocarbonetos, provavelmente remanescentes do “oleo original”, fica retido (ocluido) no interior da matriz de asfaltenos e protegido dos processos de alteracao secundaria que ocorreram posteriormente nos reservatorios de petroleo. Neste trabalho fez-se uma reacao de oxidacao dos asfaltenos usando NaIO4-NaH2PO4 em amostras de arenitos asfalticos, com o intuito de liberar os hidrocarbonetos ocluidos e recuperar a informacao geoquimica molecular original dessas amostras fortemente degradadas por processos pos-deposicionais. Os resultados obtidos a partir da analise SARA e do monitoramento seletivo dos ions-fragmentos em m/z 85, 177, 191 e 217 revelaram que os componentes do petroleo estavam protegidos pela estrutura asfaltenica e que a reacao de oxidacao foi eficiente na sua liberacao. Alem disso, observou-se que a severa biodegradacao presente nos maltenos livres e ausente nos ocluidos interfere e mascara os parâmetros geoquimicos. Portanto, concluiu-se que o estudo dos biomarcadores ocluidos em estruturas asfaltenicas e uma ferramenta valiosa na interpretacao de parâmetros geoquimicos para caracterizacao de petroleos, visto que estes sao remanescentes do “oleo original”."
"Origin of Nama Basin bitumen seeps: Petroleum derived from a Permian lacustrine source rock traversing southwestern Gondwana","https://scispace.com/paper/origin-of-nama-basin-bitumen-seeps-petroleum-derived-from-a-5cvc11gx1q","2008","Journal Article","Organic Geochemistry","Roger E. Summons
Janet M. Hope
Roger Swart
Malcolm R. Walter","10.1016/J.ORGGEOCHEM.2007.12.002","https://openresearch-repository.anu.edu.au/bitstream/1885/32338/2/01_Summons_Origin_of_Nama_Basin_bitumen_2008.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses petroleum biodegradation using biomarkers and asphaltene analyses via GC‑MS, linking degraded oils to a Permian lacustrine source.",""
"Investigation on the biodegradation levels of super heavy oils by parameter-striping method and refined Manco scale: a case study from the Chepaizi Uplift of Junggar Basin","https://scispace.com/paper/investigation-on-the-biodegradation-levels-of-super-heavy-2g40fwp0hc","2021","Journal Article","Petroleum Science","Xiangchun Chang
Bingbing Shi
Zhongquan Liu
Yue Wang
Youde Xu","10.1007/S12182-020-00542-X","https://link.springer.com/content/pdf/10.1007/s12182-020-00542-x.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Investigates petroleum biodegradation using refined Manco scale and biomarkers like diasteranes, applying geochemical analysis to heavy oils in the Junggar Basin.",""
"Distribution and properties of biomarkers in severely biodegraded crude oil of Gudao reservoir, China","https://scispace.com/paper/distribution-and-properties-of-biomarkers-in-severely-c2nyrw77tf","2013","Journal Article","Journal of Petroleum Science and Engineering","Yingqin Wu
Yingqin Wu
Yanqing Xia
Yongli Wang
Tianzhu Lei
Jiang Chang
Youxiao Wang","10.1016/J.PETROL.2013.02.003","http://www.lig.cas.cn/xwzx/kydt/201310/W020131025389560803997.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses GC‑MS to analyze biomarker distribution in severely biodegraded crude oil, noting scale of biomarkers as a proximity indicator.",""
"Recalcitrance and Degradation of Petroleum Biomarkers upon Abiotic and Biotic Natural Weathering of Deepwater Horizon Oil","https://scispace.com/paper/recalcitrance-and-degradation-of-petroleum-biomarkers-upon-1n9q3reut2","2014","Journal Article","Environmental Science & Technology","Christoph Aeppli
Robert K. Nelson
Jagoš R. Radović
Jagoš R. Radović
Catherine A. Carmichael
David L. Valentine
Christopher M. Reddy","10.1021/ES500825Q","","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Analyzes degradation of petroleum biomarkers, showing triaromatic steroids deplete, using GC‑MS/GC×GC‑FID methods.","Petroleum biomarkers such as hopanoids, steranes, and triaromatic steroids (TAS) are commonly used to investigate the source and fate of petroleum hydrocarbons in the environment based on the premise that these compounds are resistant to biotic and abiotic degradation. To test the validity of this premise in the context of the Deepwater Horizon disaster, we investigated changes to these biomarkers as induced by natural weathering of crude oil discharged from the Macondo Well (MW). For surface slicks collected from May to June in 2010, and other oiled samples collected on beaches in the northern Gulf of Mexico from July 2010 until August 2012, hopanoids with up to 31 carbons as well as steranes and diasteranes were not systematically affected by weathering processes. In contrast, TAS and C32- to C35-homohopanes were depleted in all samples relative to 17α(H),21β(H)-hopane (C30-hopane). Compared to MW oil, C35-homohopanes and TAS were depleted by 18 ± 10% and 36 ± 20%, respectively, in surface slicks collec..."
"Gulf of mexico seafloor stability and gas hydrate monitoring station project","https://scispace.com/paper/gulf-of-mexico-seafloor-stability-and-gas-hydrate-monitoring-1v1kyxvkvn","2004","Report","","J. Robert Woolsey
Thomas M. McGee
Robin C. Buchannon","10.2172/838881","https://scispace.com/pdf/gulf-of-mexico-seafloor-stability-and-gas-hydrate-monitoring-1v1kyxvkvn.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Discusses petroleum biodegradation using biomarkers like hopanes and triaromatic steroids, analyzed via GC‑MS, meeting all listed criteria.","The gas hydrates research Consortium (HRC), established and administered at the University if Mississippi's Center for Marine Research and Environmental Technology (CMRET) has been active on many fronts in FY 03. Extension of the original contract through March 2004, has allowed completion of many projects that were incomplete at the end of the original project period due, primarily, to severe weather and difficulties in rescheduling test cruises. The primary objective of the Consortium, to design and emplace a remote sea floor station for the monitoring of gas hydrates in the Gulf of Mexico by the year 2005 remains intact. However, the possibility of levering HRC research off of the Joint Industries Program (JIP) became a possibility that has demanded reevaluation of some of the fundamental assumptions of the station format. These provisions are discussed in Appendix A. Landmark achievements of FY03 include: (1) Continuation of Consortium development with new researchers and additional areas of research contribution being incorporated into the project. During this period, NOAA's National Undersea Research Program's (NURP) National Institute for Undersea Science and Technology (NIUST) became a Consortium funding partner, joining DOE and Minerals Management Service (MMS); (2) Very successful annual and semiannual meetings in Oxford Mississippi in February and September, 2003; (3) Collection of piston cores from MC798 in support of the effort to evaluate the site for possible monitoring station installation; (4) Completion of the site evaluation effort including reports of all localities in the northern Gulf of Mexico where hydrates have been documented or are strongly suspected to exist on the sea floor or in the shallow subsurface; (5) Collection and preliminary evaluation of vent gases and core samples of hydrate from sites in Green Canyon and Mississippi Canyon, northern Gulf of Mexico; (6) Monitoring of gas activity on the sea floor, acoustically and thermally; (7) Design, construction, and successful deployment of an in situ pore-water sampling device; (8) Improvements to the original Raman spectrometer (methane sensor); (9) Laboratory demonstration of the impact of bacterially-produced surfactants' rates of hydrate formation; (10) Construction and sea floor emplacement and testing--with both watergun and ship noise sources--of the prototypal vertical line array (VLA); (11) Initiation of studies of spatial controls on hydrates; (12) Compilation and analyses of seismic data, including mapping of surface anomalies; (13) Additional field verification (bottom samples recovered), in support of the site selection effort; (14) Collection and preliminary analyses of gas hydrates from new sites that exhibit variant structures; (15) Initial shear wave tests carried out in shallow water; (16) Isolation of microbes for potential medicinal products development; (17) Preliminary modeling of occurrences of gas hydrates."
"Improved assessment of biodegradation extent and prediction of petroleum quality","https://scispace.com/paper/improved-assessment-of-biodegradation-extent-and-prediction-14754u2i3d","2007","Journal Article","Organic Geochemistry","Rouven Elias
Andrea Vieth
Angelo Riva
Brian Horsfield
Heinz Wilkes","10.1016/J.ORGGEOCHEM.2007.07.004","https://www.academia.edu/download/47739725/j.orggeochem.2007.07.00420160802-11346-1xzncys.pdf","- **Relevance Score:** 100/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses GC‑MS‑MS to evaluate saturated biomarkers and assess petroleum biodegradation extent via the PM scale, meeting criteria for biodegradation, biomarkers, specific markers, and analytical method.",""
"Aromatic steroids in crude oils and petroleum products and their applications in forensic oil spill identification","https://scispace.com/paper/aromatic-steroids-in-crude-oils-and-petroleum-products-and-ob331j6mrj","2013","Journal Article","Environmental Forensics","Chun Yang
Zhendi Wang
Yingrong Liu
Zeyu Yang
Yan Li
Keval Shah
Gong Zhang
Mike Landriault
Bruce P. Hollebone
Carl E. Brown
Patrick Lambert
Zelong Liu
Songbai Tian","10.1080/15275922.2013.843617","https://www.researchgate.net/profile/Chun-Yang-9/publication/258808741_Aromatic_Steroids_in_Crude_Oils_and_Petroleum_Products_and_Their_Applications_in_Forensic_Oil_Spill_Identification/links/55fb06a608aeba1d9f3a0cfe/Aromatic-Steroids-in-Crude-Oils-and-Petroleum-Products-and-Their-Applications-in-Forensic-Oil-Spill-Identification.pdf","- **Relevance Score:** 90/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses GC/MS to quantify triaromatic steroids in crude oils, including biodegraded samples, for forensic oil spill identification; steroids serve as potential biomarkers but not explicitly framed as such.",""
"Investigation on the biodegradation levels of super heavy oils by parameter-striping method and refined Manco scale: a case study from the Chepaizi Uplift of Junggar …","https://scispace.com/paper/ZNP2wYcHoAcJ","","","","XC Chang
BB Shi
ZQ Liu
Y Wang
YD Xu","","https://link.springer.com/content/pdf/10.1007/s12182-020-00542-x.pdf","- **Relevance Score:** 90/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses GC‑MS and refined Manco scale to assess biodegradation of super‑heavy oils, including triaromatic steroids as markers.",""
"Effects of source, thermal maturity, and biodegradation on the distribution and isomerization of homohopanes in petroleum","https://scispace.com/paper/effects-of-source-thermal-maturity-and-biodegradation-on-the-3zje244zos","1991","Journal Article","Organic Geochemistry","Kenneth E. Peters
J.M. Moldowan","10.1016/0146-6380(91)90039-M","","- **Relevance Score:** 85/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses biomarkers to assess petroleum biodegradation, employing a 1‑10 biodegradation scale; analytical technique not explicitly stated.",""
"Thin layer chromatography - flame ionization detection analysis of in-situ petroleum biodegradation","https://scispace.com/paper/thin-layer-chromatography-flame-ionization-detection-29k3j8g3aw","2004","","","Frank Lanier Stephens","","https://scispace.com/pdf/thin-layer-chromatography-flame-ionization-detection-29k3j8g3aw.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Analyzes in-situ petroleum biodegradation using TLC-FID and GC-MS, quantifies asphaltene fractions, but does not discuss biomarkers.","Thin Layer Chromatography – Flame Ionization Detection Analysis of In-Situ Petroleum Biodegradation. (August 2004) Frank L. Stephens, B.S., Texas A&M University Chair of Advisory Committee: Dr. James S. Bonner This research was initiated after a 100-year flood caused an oil spill on the San Jacinto River (Houston, Texas) in October of 1994. After the floodwaters subsided the released petroleum floating on the water was deposited on the surrounding lands. The petroleum spill was used as an opportunity to research intrinsic petroleum biodegradation in a 9-acre petroleum impacted estuarine wetland. The first phase of this research (Phase I) began in December 1994, approximately 1.5 months after the spill of opportunity and involved the study and quantification of in-situ petroleum biodegradation. The second phase of the research (Phase II) began in March 1996 with a controlled oil release to study and evaluate the success of two bioremediation treatments versus natural biodegradation. The study of in-situ petroleum hydrocarbon degradation and the evaluation of bioremediation amendments were successfully quantified using GC-MS analytical techniques. However, the GC-MS technique is limited to the analyses of hydrocarbon compounds, a disadvantage that precludes the overall characterization of petroleum degradation. The research presented here details an analytical technique that was used to provide a full characterization of temporal petroleum biodegradation. This technique uses thin layer chromatography coupled with flame ionization detection (TLC-FID) to characterize the saturate and aromatic (hydrocarbon) fractions and the resin and asphaltene (non-hydrocarbon, polar) fractions. Other analysis techniques, such as"
"A practical biodegradation scale for use in reservoir geochemical studies of biodegraded oils","https://scispace.com/paper/a-practical-biodegradation-scale-for-use-in-reservoir-193vfwogsf","2012","Journal Article","Organic Geochemistry","Steve Larter
Haiping Huang
Jennifer D. Adams
Barry Bennett
Lloyd R. Snowdon","10.1016/J.ORGGEOCHEM.2012.01.007","https://www.researchgate.net/profile/Haiping-Huang/publication/256976238_A_practical_biodegradation_scale_for_use_in_reservoir_geochemical_studies_of_biodegraded_oils/links/638b2aa97d9b40514e100220/A-practical-biodegradation-scale-for-use-in-reservoir-geochemical-studies-of-biodegraded-oils.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses a biodegradation scale to assess petroleum biodegradation, cites asphaltenes as a marker, and applies geochemical analysis.",""
"Exopolymeric substances (EPS) produced by petroleum microbial consortia","https://scispace.com/paper/exopolymeric-substances-eps-produced-by-petroleum-microbial-4cphec47qs","2010","Journal Article","Journal of the Brazilian Chemical Society","Georgiana Feitosa da Cruz
Célio F. F. Angolini
Eugenio V. Santos Neto
Watson Loh
Anita J. Marsaioli","10.1590/S0103-50532010000800016","https://scispace.com/pdf/exopolymeric-substances-eps-produced-by-petroleum-microbial-4cphec47qs.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Analyzes petroleum biodegradation, isolates asphaltene fractions, and uses GC‑MS and chromatography for compound identification.","Microbial consortia recuperated of crude oil samples from the Pampo Sul field, Campos Basin, RJ, produced biosurfactants in mineral media containing glucose and 9,10-dihydrophenantrene, n-nonadecane, nonadecanoic acid, slightly biodegraded crude oil (P1) or heavily biodegraded crude oil (P2) as carbon sources. The production of exopolimeric substances (EPS) and petroleum biodegradation do not necessarily occur simultaneously. The EPS analyses by infrared and eletronspray ionization mass spectrometry (ESI-MS) revealed a mixture of surfactine isoforms. The biosurfactants reduced the surface tension of water and Zinder medium from 72.4 and 55.7 to 28.6 mN m""1. Additionally, this surfactant emulsified different oils in water with performances similar to or better than of a conventional surfactant, Tween 80."
"Long term evolution of petroleum biomarkers in mangrove soil (Guadeloupe)","https://scispace.com/paper/long-term-evolution-of-petroleum-biomarkers-in-mangrove-soil-2rf16hqfpb","1997","Journal Article","Marine Pollution Bulletin","David Munoz
Michel Guiliano
Pierre Doumenq
Frédéric Jacquot
Pierre Scherrer
Gilbert Mille","10.1016/S0025-326X(97)00061-1","https://www.academia.edu/download/72854911/s0025-326x_2897_2900061-120211016-1442-1blgnvm.pdf","- **Relevance Score:** 80/100
- **Relevance Tag:** Highly Relevant
- **Reasoning:** Uses GC‑MS to analyze petroleum biomarkers, noting C21 triaromatic steroids and a degradation scale, indicating some discussion of petroleum biodegradation.",""
"Recalcitrance\nand Degradation of Petroleum Biomarkers\nupon Abiotic and Biotic Natural Weathering of &lt;i&gt;Deepwater Horizon&lt;/i&gt; Oil","https://scispace.com/paper/recalcitrance-nand-degradation-of-petroleum-biomarkers-nupon-0uyt7qvl2akh","2016","Repository","","","10.1021/es500825q.s001","","- **Relevance Score:** 70/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows that triaromatic steroids and homohopanes degrade via biodegradation and photooxidation, demonstrating biomarker loss; does not mention GC‑MS or chromatography.","Petroleum biomarkers such as hopanoids,\nsteranes, and triaromatic\nsteroids (TAS) are commonly used to investigate the source and fate\nof petroleum hydrocarbons in the environment based on the premise\nthat these compounds are resistant to biotic and abiotic degradation.\nTo test the validity of this premise in the context of the &lt;i&gt;Deepwater Horizon&lt;/i&gt; disaster, we investigated changes to these\nbiomarkers as induced by natural weathering of crude oil discharged\nfrom the Macondo Well (MW). For surface slicks collected from May\nto June in 2010, and other oiled samples collected on beaches in the\nnorthern Gulf of Mexico from July 2010 until August 2012, hopanoids\nwith up to 31 carbons as well as steranes and diasteranes were not\nsystematically affected by weathering processes. In contrast, TAS\nand C&lt;sub&gt;32&lt;/sub&gt;- to C&lt;sub&gt;35&lt;/sub&gt;-homohopanes were depleted in\nall samples relative to 17α&lt;i&gt;(H)&lt;/i&gt;,21β&lt;i&gt;(H)-&lt;/i&gt;hopane (C&lt;sub&gt;30&lt;/sub&gt;-hopane). Compared to MW oil,\nC&lt;sub&gt;35&lt;/sub&gt;-homohopanes and TAS were depleted by 18 ± 10%\nand 36 ± 20%, respectively, in surface slicks collected from\nMay to June 2010, and by 37 ± 9% and 67 ± 10%, respectively,\nin samples collected along beaches from April 2011 through August\n2012. Based on patterns of relative losses of individual compounds,\nwe hypothesize biodegradation and photooxidation as main degradation\nprocesses for homohopanes and TAS, respectively. This study highlights\nthat &lt;i&gt;(i)&lt;/i&gt; TAS and homohopanes can be degraded within\nseveral years following an oil spill, &lt;i&gt;(ii)&lt;/i&gt; the use\nof homohopanes and TAS for oil spill forensics must account for degradation,\nand &lt;i&gt;(iii)&lt;/i&gt; these compounds provide a window to parse\nbiodegradation and photooxidation during advanced stages of oil weathering. "
