"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Geostatistical Quantification of Geological Information for a Fluvial-type North Sea Reservoir","https://scispace.com/paper/geostatistical-quantification-of-geological-information-for-49j60n0cvp","1999","Proceedings Article","","Jef Caers
Sanjay Srinivasan
Andre G. Journel","10.2118/56655-MS","","Accurate prediction of petroleum reservoir performance requires reliable models of the often complex reservoir heterogeneity. Geostatistical simulation techniques generate multiple realizations of the reservoir model, all equally likely to be drawn. Traditional to geostatistics, geological continuity is represented through the variogram. The variogram is limited in describing complex geological structures as it measures correlation between rock properties at two locations only: it is a two-point statistic. Reservoir analogs such as outcrops can serve as training images depicting the interpreted geological structure. Due to scarcity of well data, the variogram models are often borrowed from such training sets. However, the same training images could be utilized to extract more complex information in the form of multiple-point statistics measuring the joint dependency between multiple locations. This paper compares a traditional variogram-based geostatistical model vs. a novel geostatistical method utilizing multiplepoint statistics borrowed from training images. The comparison is made on the basis of flow performance for a typical North Sea reservoir. To obtain such comparison a ‘‘true’’ reference reservoir is generated using object-based simulation that depicts the complex intertwining of fluvial channels. Next, a different but similar reservoir is generated, termed the ‘‘training reservoir.’’ The latter is used to extract the necessary structural information, be it variograms or multiple-point statistics, to build multiple geostatistical models of the true reservoir conditioned to sparse well data. A waterflood flow scenario with an inverted five-spot pattern is simulated using ECLIPSE on the true reference and the various geostatistical models. Water breakthrough characteristics and water saturation distributions are used for comparison.","In this article, the authors compare a traditional variogram-based geostatistical model vs. a novel geometrical method utilizing multiple-point statistics borrowed from training images, which is made on the basis of flow performance for a typical North Sea reservoir."
"Geostatistical applications in petroleum reservoir modelling","https://scispace.com/paper/geostatistical-applications-in-petroleum-reservoir-modelling-orc1f1gdf1","2014","Journal Article","Journal of The South African Institute of Mining and Metallurgy","R. Cao
Y. Zee Ma
E. Gomez","","https://scispace.com/pdf/geostatistical-applications-in-petroleum-reservoir-modelling-orc1f1gdf1.pdf","Although geostatistics was initially developed for mining resource evaluation (Krige, 1951; Matheron, 1963; Journel and Huijbregts, 1978), it has been used quite extensively in the petroleum industry in the past two to three decades. Geostatistical analysis and geological modelling have been commonly employed for hydrocarbon characterization. The success of geostatistics in geoscience applications rests upon the spatial descriptions of geological phenomena, from characterizing rock continuities using variograms (Jones and Ma, 2001) to three-dimensional (3D) representations of natural phenomena (Deutsch and Journel 1992; Ma et al., 2009). Geostatistical methods for building geological models all make use of the variogram. The variogram describes the degree of discontinuity of a variable as a function of lag distance and direction. For a categorical variable such as facies, the variogram describes the size of geological objects (Jones and Ma, 2001). In hydrocarbon resource evaluation, facies are an intermediate-scale rock property as they govern petrophysical properties and fluid flow. This paper discusses the main characteristics of a lithofacies indicator variogram, and presents methods for modelling lithofacies, including sequential indicator simulation that integrates propensity analysis of descriptive geology, hierarchical facies, or lithofacies modelling workflows. Reservoir models of continuous properties in hydrocarbon resource evaluation generally include porosity, fluid saturations, and permeability. This paper briefly discusses porosity modelling by using kriging and sequential Gaussian simulation, and permeability modelling by using collocated cosimulation. Based on the scale of subsurface heterogeneities, hierarchical modelling frameworks are presented not only for a twostep facies-lithofacies modelling workflow, but also for dealing with the more general multilevel modelling methodology, from the categorical variable of facies to continuous variables of porosity and permeability.","In this paper, the main characteristics of a lithofacies indicator variogram are discussed, and methods for modelling the facies-lithofacies modeling workflow are presented not only for a two-stage facies and lithofacy modelling workflow, but also for dealing with the more general multilevel modelling methodology, from the categorical variable of facies to continuous variables of porosity and permeability."
"Model Prediction under Uncertainty Using Hierarchical Models","https://scispace.com/paper/model-prediction-under-uncertainty-using-hierarchical-models-7a5v58chxe","2017","Proceedings Article","","B. Nezhad Karim Nobakht
Michael Andrew Christie","10.3997/2214-4609.201701024","","Modelling a physical system such as oil reservoir, however accurate, is subject to uncertainty due to an unrealistic assumption about the model, uncertainty in measured data, and computer model incapability 

A realistic assessment of all sources of uncertainty is a challenging task, especially in oil and gas industry On the other hand, unrealistic assumptions about model/data can lead to biased estimation of model parameters in a history matching progress It may also be that the practitioners fail to reliably predict the true model behaviour and oilfield properties in case the uncertainty is not modelled appropriately 

In this paper, we model the uncertainty using two hierarchical models, maximum likelihood model and a full Bayesian hierarchical model Moreover, we examine the predictive capability of our real reservoir model based on the modelled uncertainty with regards to the true model 

Doing multiple history match trials, a full hierarchical model approach yields better results for our case study than the maximum likelihood approach","This paper model the uncertainty of the real reservoir model using two hierarchical models, maximum likelihood model and a full Bayesian hierarchical model and examines the predictive capability of the model based on the modelled uncertainty with regards to the true model."
"Predictive Probability Distributions for Petroleum Unit Resource Projections via Hierarchical Modeling","https://scispace.com/paper/predictive-probability-distributions-for-petroleum-unit-72fc6fh323","2012","Journal Article","Social Science Research Network","Gordon M. Kaufman
Ray Faith
John H. Schuenemeyer","10.2139/SSRN.2196566","","Combining judgmental assessments using a classical probabilistic hierarchical model helps insure logical coherence of probability assessments by geologists of petroleum volumes in multiple, probabilistically dependent assessment units and allows easy study of how the predictive distribution of total hydrates in all units varies with variation in degrees of between and within unit dependencies.","Combining judgmental assessments using a classical probabilistic hierarchical model helps insure logical coherence of probability assessments by geologists of petroleum volumes in multiple, probabilistically dependent assessment units and allows easy study of how the predictive distribution of total hydrates in all units varies with variation in degrees of between and within unit dependencies as mentioned in this paper."
"Stochastic characterization of a petroleum reservoir","https://scispace.com/paper/stochastic-characterization-of-a-petroleum-reservoir-440egbcc","2022","Book Chapter","","","10.1201/9781003320289-56","","Reservoir characterization plays a fundamental role in the oil and gas exploration and production industry. Stochastic methods are very useful in the early stages of a field’s life for modelling reservoir heterogeneities when well data are too sparse. This paper provides an overview of reservoir characterization based on stochastic reservoir models applied to the assessment of an oilfield. The methods adopted consider the geological knowledge about the likely shape and size of the sand bodies and incorporate information about the relationships between properties at neighbouring locations. The methods allow building a stochastic model of an oil and gas reservoir to improve the estimation of reserves and support decision making, reflecting not only the knowledge of the internal characteristics of the reservoir but also the uncertainties associated. The modelling of Xiaermen Oilfield is used as case study. ","In this paper , the authors provide an overview of reservoir characterization based on stochastic reservoir models applied to the assessment of an oilfield, using the geological knowledge about the likely shape and size of the sand bodies and incorporating information about the relationships between properties at neighbouring locations."
"Correlations of Permeability and Geological Characteristics Based on Mercury Intrusion Data and Hierarchical Statistical Models: A Case Study","https://scispace.com/paper/correlations-of-permeability-and-geological-characteristics-guuxqw119l","2020","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","Zihao Li
Wenyu Gao
Xiangming Li","10.1115/1.4047327","","\n The mercury intrusion technique is a crucial in-lab method to investigate the porous medium properties. The potentiality of mercury intrusion data has not been explored significantly in the traditional interpretation. Thus, a hierarchical statistical model that not only captures the quantitative relationship between petrophysical properties but also accounts for different geological members is developed to interpret mercury intrusion data. This multilevel model is established from almost 800 samples with specific geological characteristics. We distinguish the fixed effects and the random effects in this mixed model. The overall connection between the selected petrophysical parameters is described by the fixed effects at a higher level, while variations due to different geological members are accommodated as the random effects at a lower level. The selected petrophysical parameters are observed through hypothesis testing and model selection. In this case study, five petrophysical parameters are selected into the model. Essential visualizations are also provided to assist the interpretations of the probabilistically model. The final model reveals the quantitative relationship between permeability and other petrophysical properties in each member and the order of relative importance for each property. With this studied relationship and advanced model, the geological reservoir simulation can be greatly detailed and accurate in the future.","In this article, a hierarchical statistical model that not only captures the quantitative relationship between petrophysical properties but also accounts for different geological members is developed to interpret mercury intrusion data, which is a crucial in-lab method to investigate the porous medium properties."
"A Novel Reservoir Modeling Method based on Improved Hierarchical XGBoost","https://scispace.com/paper/a-novel-reservoir-modeling-method-based-on-improved-alhzr4w0k7","2021","Proceedings Article","IEEE Advanced Information Technology, Electronic and Automation Control Conference","Bei Wang
Ting Li
Ning Xu
Hao Zhou
Zhao Xiong
Wei Long","10.1109/IAEAC50856.2021.9390679","","Reservoir classification and evaluation are critical during the oil and gas exploration and production, and traditional production forecasting often require complex methods such as reservoir modeling, which is time-consuming and will delay the E&P process. With the rapid development of artificial intelligence technology, the production forecasting method based on machine learning has become a new hot spot for research. Since the characteristics of various reservoirs are different, it is difficult for conventional machine learning models to meet the required accuracy due to a large number of unknowns. In this paper, we proposed an improved hierarchical XGBoost (h-XGBoost) modeling method, which can effectively extract the features of different reservoirs and build a hierarchical data model. The study is conducted on tight conglomerates reservoir at the Mahu area in Xinjiang, and the results verify the effectiveness of the method.","Wang et al. as mentioned in this paper proposed an improved hierarchical XGBoost (h-XGBost) modeling method, which can effectively extract the features of different reservoirs and build a hierarchical data model."
"A Review of Stochastic Models for Petroleum Reservoirs","https://scispace.com/paper/a-review-of-stochastic-models-for-petroleum-reservoirs-3ekc30dpa4","1989","Book Chapter","","Olivier Dubrule","10.1007/978-94-015-6844-9_38","","The stochastic methods used to model petroleum reservoirs can be subdivided into two categories: “object-based” (or Boolean) methods generate discrete sand bodies of random shape at random locations in space, whereas “sequence-based” methods generate distributions of permeability or lithofacies values that satisfy a certain variogram or conditional probability distribution. Object-based methods take into account geological knowledge about the likely shape and size of the sand bodies. Sequence-based methods include geostatistical conditional simulations as well as fractal and Markov techniques, and they incorporate information about the relationships between properties at neighbouring locations.","In this paper, the stochastic methods used to model petroleum reservoirs can be subdivided into two categories: object-based and sequence-based methods, where the former generate discrete sand bodies of random shape at random locations in space, whereas the latter generate distributions of permeability or lithofacies values that satisfy a certain variogram or conditional probability distribution."
"Hierarchical Geological Realism for Reliable Reservoir Prediction","https://scispace.com/paper/hierarchical-geological-realism-for-reliable-reservoir-1oah3j8sy0","2016","Proceedings Article","","Alexandra Kuznetsova
Vasily Demyanov
Michael Andrew Christie","10.3997/2214-4609.201601145","","This paper shows the value of geological realism of facies modeling on the reservoir predictions by introducing it as three hierarchical levels. We aim to maintain geological realism through a model update process. Metric space approach allows us to include interpretational uncertainty for more realistic predictions. We apply different classification techniques to achieve geologically realistic differentiation between multiple possible geological scenarios. Finally, we aim to introduce the hierarchical approach into automated history matching to validate the choice of geological concept on a West Coast of Africa turbidite example.","In this article, the authors show the value of geological realism of facies modeling on the reservoir predictions by introducing it as three hierarchical levels, and apply different classification techniques to achieve geologically realistic differentiation between multiple possible geological scenarios."
"Mixed Reservoir Characterization Methods","https://scispace.com/paper/mixed-reservoir-characterization-methods-4mwjo78wmz","1994","Proceedings Article","","Eivind Damsleth","10.2118/27969-MS","","The main objective of reservoir characterization is to describe the features which influence the amount, position, accessibility, and flow of fluids though a reservoir. These features will be: the structural aspects (depth to the reservoir boundaries and inter-reservoir surfaces), faults (both seismically identifiable and sub-seismic faults), flow-units or facies bodies (position, orientation and size), and the spatial distribution of the relevant petrophysical parameters (permeability, porosity, saturations, ...) within each flow-unit. Although some hard data from seismic and wells will be available, there is a definite stochastic element in all these features. Stochastic techniques are thus required to model them properly. The paper reviews a number of techniques available for stochastic modeling of the above features: (marked point processes, Markov fields, truncated gaussian fields and indicator kriging for modeling discrete events (flow-units, faults, barriers); Gaussian fields and indicator kriging for modeling property values (depths, fault transmissibility, petrophysical variables)). The different techniques can be mixed or combined to give a complete stochastic model of every relevant aspect of the reservoir. Several examples from the North Sea will be presented.","In this article, a review of techniques available for stochastic modeling of the above features: (marked point processes, Markov fields, truncated gaussian fields and indicator kriging for modeling discrete events (flow-units, faults, barriers); Gaussian fields for modeling property values (depths, fault transmissibility, petrophysical variables))."
"Applied Geostatistics for Reservoir Characterization","https://scispace.com/paper/applied-geostatistics-for-reservoir-characterization-3ebqk7annu","2002","Book","","Mohan Kelkar
Godofredo Perez","","","Geostatistics is an increasingly important tool for developing an integrated reservoir description. Though Applied Geostatistics for Reservoir Characterization is written to illustrate the importance of geostatistics in improving the reservoir characterization process, it does not require any prior knowledge of statistics or advanced mathematics. Emphasis is placed on intuitive understanding of procedure rather than on mathematical details. Each chapter has an associated appendix in which additional mathematical details are provided. Several numerical and eld examples, as well as a large number of illustrations, are provided to explain the strengths and weaknesses of di erent methods.","In this paper, applied geostatistics for reservoir characterization is used to improve the reservoir characterization process without any prior knowledge of statistics or advanced mathematics, and the emphasis is placed on intuitive understanding of procedure rather than on mathematical details."
"Permeability prediction of petroleum reservoirs using stochastic gradient boosting regression","https://scispace.com/paper/permeability-prediction-of-petroleum-reservoirs-using-dv1j5o9nq1","2020","Journal Article","Journal of Ambient Intelligence and Humanized Computing","Abdulhamit Subasi
Mohamed F. El-Amin
T.D. Darwich
Mubarak Dossary","10.1007/S12652-020-01986-0","","Reservoir permeability is a crucial parameter for reservoir characterization and the estimation of current and future production from hydrocarbon reservoirs. Permeability can be conventionally estimated from traditional approaches such as core analysis and well-test data, which are time-consuming and expensive. Many scientists tried to estimate permeability from nuclear magnetic resonance (NMR) logs utilizing complex mathematical equations that may achieve imprecise approximation of the permeability values. Gradient boosting generates additive regression models by successively fitting a straightforward base learner to present pseudo-residuals using least squares at every iteration. The execution speed and accuracy of gradient boosting can be considerably enhanced by applying randomization process. Besides, the randomization process improves robustness against over fitting of the base learner. So, the novelty of the current study is the development of a Stochastic Gradient Boosting (SGB) regression model to predict the permeability of petroleum reservoirs based on well logs. Besides benchmark machine learning techniques are used to predict reservoir permeability from well logs. The correlation coefficient (R), relative absolute error (RAE), mean-absolute error (MAE), root mean-squared error (RMSE), and root relative squared error (RRSE) are utilized to check the overall fitting between measured permeability versus predicted ones. It is found that Stochastic Gradient Boosting model achieved overall better performance than the other models.","The novelty of the current study is the development of a Stochastic Gradient Boosting (SGB) regression model to predict the permeability of petroleum reservoirs based on well logs, which achieved overall better performance than the other models."
"Introducing More Geology in Stochastic Reservoir Modelling","https://scispace.com/paper/introducing-more-geology-in-stochastic-reservoir-modelling-140xiq6kf0","1993","Book Chapter","","Olivier Dubrule","10.1007/978-94-011-1739-5_29","","More and more often, detailed probabilistic models of petrophysical parameters are used as input to dynamic simulation of flow in petroleum reservoirs. For example, variogram-based geostatistical techniques honour well data, together with elementary statistical parameters, such as proportions of various facies or spatial correlations. Other techniques have also been developed, which take into account other kinds of geological constraints, such as the geometry and relative position of geological units. New quantitative reservoir characterisation approaches now compromise between the advantages of various stochastic techniques, by applying the most appropriate method at each modelling stage. Multi-step approaches, where the stochastic modelling of genetic units is followed by the representation of internal lithological variations, and finally, of permeability distributions, are gaining popularity. These approaches and their geological assumptions are reviewed, together with the current industry efforts towards gathering more quantitative geological data to use as input to these stochastic models.","In this article, a review of variogram-based geostatistical techniques for reservoir characterisation is presented, together with the current industry efforts towards gathering more quantitative geological data to use as input to these stochastic models."
"Reservoir property prediction using abductive networks","https://scispace.com/paper/reservoir-property-prediction-using-abductive-networks-nbfaaec3vp","2010","Journal Article","Geophysics","O.A. Ahmed
Radwan E. Abdel-Aal
Husam AlMustafa","10.1190/1.3298443","","Statistical methods, such as linear regression and neural networks, are commonly used to predict reservoir properties from seismic attributes. However, a huge number of attributes can be extracted from seismic data and an efficient method for selecting an attribute subset with the highest correlation to the property being predicted is essential. Most statistical methods, however, lack an optimized approach for this attribute selection. We propose to predict reservoir properties from seismic attributes using abductive networks, which use iterated polynomial regression to derive high-degree polynomial predictors. The abductive networks simultaneously select the most relevant attributes and construct an optimal nonlinear predictor. We applied the approach to predict porosity from seismic data of an area within the 'Uthmaniyah portion of the Ghawar oil field, Saudi Arabia. The data consisted of normal seismic amplitude, acoustic impedance, 16 other seismic attributes, and porosity logs from seven wells located in the study area. Out of 27 attributes, the abductive network selected only the best two to six attributes and produced a more accurate and robust porosity prediction than using the more common neural-network predictors. In addition, the proposed method requires no effort in choosing the attribute subset or tweaking their parameters.","In this article, the authors proposed to predict reservoir properties from seismic attributes using abductive networks, which use iterated polynomial regression to derive high-degree polynomials predictors."
"Efficient Multivariate Property Modeling with Seismic Data","https://scispace.com/paper/efficient-multivariate-property-modeling-with-seismic-data-5cej08tnpi","2021","Journal Article","Natural resources research","Oktay Erten
Clayton V. Deutsch","10.1007/S11053-021-09915-4","","The joint modeling of the petrophysical properties (i.e., porosity, permeability) from wells in the presence of one or more seismic attributes (i.e., impedance) may be cumbersome, as the linear model of coregionalization needs to be simultaneously fitted to all experimental direct and cross-variograms, and the strong assumptions are required in the collocated cokriging system. Transforming each petrophysical property to an uncorrelated factor through the projection-pursuit multivariate transform allows each uncorrelated factor to be simulated independently. However, considering the case where there is an exhaustive secondary variable, the uncorrelated factors can no longer be simulated independently, as they are still conditionally dependent through the secondary variable. The aim of this paper is to provide a solution to this problem through the simulation of each uncorrelated factor in a subsequent fashion; that is, the first uncorrelated factor is cosimulated using the available secondary variable as a covariate; the second uncorrelated factor is cosimulated using a super-secondary variable generated by merging the previously simulated first uncorrelated factor and the secondary variable, and the kth uncorrelated factor is cosimulated using a super-secondary variable generated by merging all previously simulated uncorrelated factors $$(1,\ldots ,k-1)$$
 as well as the secondary variable. This hierarchical simulation framework preserves the correlation structure between the uncorrelated factors themselves and between the uncorrelated factors and the secondary variable. The methodology is demonstrated in case studies using synthetic and real reservoir datasets. It is shown that the use of PPMT approach and the hierarchical simulation workflow in combination achieves: (1) multivariate complexity in the data is accounted for through the PPMT approach, and (2) the reproduction of the observed bivariate relationships in the simulated realizations of the petrophysical properties themselves and the secondary information is ensured by the hierarchical simulation workflow.","In this paper, the authors proposed a hierarchical simulation framework for joint modeling of the petrophysical properties (i.e., porosity, permeability) from wells in the presence of one or more seismic attributes (e.g., impedance) through projection-pursuit multivariate transform."
"Geostatistical approaches in reservoir evaluation","https://scispace.com/paper/geostatistical-approaches-in-reservoir-evaluation-1i1gg5y8x9","1997","Journal Article","Journal of Petroleum Technology","Eivind Damsleth
Henning Omre","10.2118/37681-JPT","","Reliable characterization of the reservoiris crucial for reservoir evaluation. According to the Preface in Ref. 1, Reservoir characterization is a process for quantitatively assigning reservoir properties, recognizing geological information and uncertainties in spatial variability. Geostatistics provides the tools to integrate the available information within a unified and consistent framework and to generate multiple realizations that can account for the uncertainty and spatial variability of the key reservoir parameters. The objective ofthis paper is to give our views on the use of geostatistics in reservoir evaluation, to illustrate some basic concepts and possibilities, and to increase (we hope) the reader's interest in further investigation and application of geostatistical techniques.","In this paper, the use of geostatistics in reservoir evaluation is discussed, and some basic concepts and possibilities are illustrated to increase the reader's interest in further investigation and application of Geostatistical techniques."
"Spatial Gaussian Mixture Models Applied to Bayesian Seismic Inversion","https://scispace.com/paper/spatial-gaussian-mixture-models-applied-to-bayesian-seismic-1v3nd53jhh","2020","Dissertation","","Torstein Fjeldstad","","","Seismic reservoir characterization focuses on the prediction of reservoir properties based on the available geophysical and petrophysical data. The inverse problem generally includes continuous properties, such as petrophysical and elastic attributes, and discrete properties, such as lithology/fluid classes. We have developed a joint probabilistic inversion methodology for the prediction of petrophysical and elastic properties and lithology/fluid classes that combined statistical rock physics and Bayesian seismic inversion. The elastic attributes depend on continuous petrophysical variables, such as porosity and clay content, and discrete lithology/fluid classes, through a nonlinear rock-physics relationship together. The seismic model relates the elastic attributes, such as velocities and density, to their seismic response (reflectivity, traveltime, and amplitudes). The advantage of our integrated approach is that the inversion method accounts for the uncertainty associated to each step of the modeling workflow. The lithology/ fluid classes are assigned by aMarkov random field prior model to capture vertical continuity and vertical sorting of the lithology/ fluid classes. Because rock and fluid properties are in general not Gaussian, a spatially coupled Gaussian mixture prior model based on the lithology/fluid classes is constructed. The forward geophysical operator includes a lithology-/fluid-dependent rock physics model and a linearized seismic model based on the convolution of the seismic wavelet with the reflectivity coefficient series. The solution of the inverse problem consists of the posterior distributions of petrophysical and elastic properties and lithology/ fluid classes. We proposed an efficient Markov chain Monte Carlo algorithm to sample from the posterior models and assess the uncertainty. Our methodology is demonstrated on a seismic cross section from a survey in the Norwegian Sea, and it shows promising results consistent with well-log data measured at the well location as well as reliable prediction uncertainties.","In this paper, a joint probabilistic inversion methodology for the prediction of petrophysical and elastic properties and lithology/fluid classes that combined statistical rock physics and Bayesian seismic inversion was developed."
"Simulating Stochastic Reservoir Model By Secondary Seismic Spatial Information Updating.","https://scispace.com/paper/simulating-stochastic-reservoir-model-by-secondary-seismic-5clkd1yi5c","2001","Proceedings Article","Seg Technical Program Expanded Abstracts","Paulo Sérgio Lucio
Manuela Mendes","10.1190/1.1816407","","The petroleum industry is centered in how to integrate well-log data (principal or hard variable) and attributes derived from 2D or 3D seismic data sets (indirect or soft information) in the hope of defining reservoir properties in inter well-log areas. The stochastic imaging process overcomes that need generating alternative likelihood images of the spatial distribution of the interest variable. All such images must honor at their locations not only the principal variable but also related soft or indirect information. To build detailed reservoir models, a number of methods exist to integrate data sources. An important source of information is the seismic data, since it is available on a dense grid. To predict the distribution of reservoir parameters (porosity, permeability, lithofacies) in a zone of interest, some kind of structural relation between reservoir properties and seismic data has to be established. While, in principle, the nature of the relation can be inferred from rock physics, in most cases statistical methods are necessary to quantify reservoir properties from seismic data. The interest in non-parametric assessment of local uncertainty (indicator/probabilistic geoestatistics, see [4]) arises from the fact that these techniques behave well with ambiguous and noisy data sources, and that no explicit model of linearity or other assumptions are needed than the decision (hypothesis) of stationarity [4] or local quasistationarity. The growth of interest on integration/simulation seismic information in reservoir characterization has led to a proliferation of refined statistical methods like multiple regression ([1], [2], [3] and [5]), geostatistics ([2], [3] and [7]) and probability neural network [6]. Other approaches are being explored to help correlate log and seismic data and them to distribute reservoir properties throughout 2D or 3D seismic image volumes (Bayesian, Boolean). The predictions made by some mathematical refined methods can be appealing, but how does one truly assess the likelihood and accuracy that any given prediction truly represents the subsurface reality? Probability computation is a key component of statistical analysis on structural imaging. In the probabilistic approach to expert systems, relationships between variables are depicted as conditional probabilities. In studying the presence or absence of a determined geophysical dependence parameter mechanism, data observed from an exhaustive image provides more information than data collected from unrelated pixels (or an ensemble). However, it was a common practice, before feasible computational methods were developed, to divide the image into nuclear characteristics and analyze the data as if the set of images were independently sampled. Such analysis fail to utilize part of the geophysical information provided by some interrelated variables, and hence may not be powerful enough to infer the underlying geophysical mechanism correctly. Especially, for complex structures, which are not only affected by multiple geophysical components, but may be influenced by mathematical operation factors as well. The purpose of this research is to explore the Spatial Markov Chain Monte Carlo method, by means of the Bayesian methodology, to provide practical solutions on geophysical complex structures. The Bayes+Markov methodology developed in [7] and algorithmically implemented here allows a full updating of soft information by distinguishing the spatial structure of the soft data. It requires no more modeling effort than a traditional multiple indicator kriging. This approach allows generating a posteriori probability distribution for any unsampled value, conditional to both local hard and soft data. A case study on a synthetic data set that concatenates the joint distribution in 2D space shows that this methodology can yield excellent results. This data set concerns a 2D area of the following two attributes: (1) Impedance and (2) Seismic or Convoluted Impedance. Our aim was to recover the Impedance using spatial statistical methods, considering (I) the Impedance at some points (well-log) as hard data and (II) the collocated Convoluted Impedance as a secondary information. The methodology, presented here, is capable of processing multivariate input and can utilize weak correlation between data sources.","In this paper, the authors used the Spatial Markov Chain Monte Carlo (SMCMC) method to compute the probability distribution of well-log data and seismic data in a 2D area of the following two attributes: (1) Impedance and (2) Seismic or Convoluted Impedances."
"Property Prediction Using Hierarchical Regression Model Based on Calibration","https://scispace.com/paper/property-prediction-using-hierarchical-regression-model-18z5eorje5","2010","Journal Article","Journal of Iron and Steel Research International","Shuai Tan
Wei-dong Chen
Fu-li Wang
Yu-qing Chang","10.1016/S1006-706X(10)60124-0","","Redundant information and inaccurate model will greatly affect the precision of quality prediction. A multiphase orthogonal signal correction modeling and hierarchical statistical analysis strategy are developed for the improvement of process understanding and quality prediction. Bidirectional orthogonal signal correction is used to remove the structured noise in both X and Y, which does not contribute to prediction model. The corresponding loading vectors provide good interpretation of the covariant part in X and Y. According to background, hierarchical PLS (Hi-PLS) is used to build regression model of process variables and property variables. This blocking leads to two model levels: the lower level shows the relationship of variables in each annealing furnace using hierarchical PLS based on bidirectional orthogonal signal correction, and the upper level reflects the relationship of annealing furnaces. With analysis of continuous annealing line data, the production precisions of hardness and elongation are improved by comparison of previous method. Result demonstrates the efficiency of the proposed algorithm for better process understanding X and property interpretation Y.","In this article, a multiphase orthogonal signal correction modeling and hierarchical statistical analysis strategy is developed for the improvement of process understanding and quality prediction for continuous annealing line data."
"Improving Reservoir Characterization and Prediction Via Machine Learning-Driven Integration of Subseismic Geologic Concepts, Geophysical Attributes, and Wells","https://scispace.com/paper/improving-reservoir-characterization-and-prediction-via-33gyuh0er5","2024","Journal Article","Spe Journal","D. Stojkovic
M. Shringarpure
Y. Kim
H. Alqassab
T. Rapstine
J. Fedele
S. Fullmer
R. Sain","10.2118/218420-pa","","
 Reservoir dynamic performance is affected by subseismic (below the resolution of seismic imaging) geologic features such as submeter thin barriers and baffles, or high-permeability streaks. Here, we present an application of machine learning that has the potential to improve and significantly accelerate the workflow for generating reservoir realizations and scenarios with relevant subseismic features consistent with both well-log and 3D/4D seismic data and/or attributes. We leverage unsupervised machine learning methods, in particular, a modification of diffusion probabilistic modeling (DPM).","An application of machine learning that has the potential to improve and significantly accelerate the workflow for generating reservoir realizations and scenarios with relevant subseismic features consistent with both well-log and 3D/4D seismic data and/or attributes is presented."
"High-dimensional geostatistical history matching","https://scispace.com/paper/high-dimensional-geostatistical-history-matching-3w8v9tgkb8","2018","Journal Article","Computational Geosciences","João Carneiro
Leonardo Azevedo
Maria João Pereira","10.1007/S10596-017-9712-6","","Hydrocarbon reservoir modelling and characterisation is a challenging subject within the oil and gas industry due to the lack of well data and the natural heterogeneities of the Earth’s subsurface. Integrating historical production data into the geo-modelling workflow, commonly designated by history matching, allows better reservoir characterisation and the possibility of predicting the reservoir behaviour. We present herein a geostatistical-based multi-objective history matching methodology. It starts with the generation of an initial ensemble of the subsurface petrophysical property of interest through stochastic sequential simulation. Each model is then ranked according the match between its dynamic response, after fluid flow simulation, and the observed available historical production data. This enables building regionalised Pareto fronts and the definition of a large ensemble of optimal subsurface Earth models that fit all the observed production data without compromising the exploration of the uncertainty space. The proposed geostatistical multi-objective history matching technique is successfully implemented in a benchmark synthetic reservoir dataset, the PUNQ-S3, where 12 objectives are targeted.","In this article, a geostatistical-based multi-objective history matching methodology is proposed to predict the reservoir behavior by integrating historical production data into the geo-modeling workflow, which allows better reservoir characterisation and the possibility of predicting the reservoir behaviour."
"Hierarchical Simulation of Multiple-Facies Reservoirs Using Multiple-Point Geostatistics","https://scispace.com/paper/hierarchical-simulation-of-multiple-facies-reservoirs-using-j0cqod1evdgo","","","","Amisha Maharaja
Andre Journel","10.2523/95574-ms","","Abstract In reservoirs with more than three facies, a better and more geologically sound approach is to hierarchically simulate the reservoir facies. Ideally, the hierarchy should follow the sequence of deposition of the facies in the reservoir. Three alternative hierarchical approaches that honor depositional relations are applied to a synthetic fluvial reservoir consisting of four facies namely, channels, levees, crevasse splays and floodbasin. A 3D example with channel, point bar, levee and floodbasin is also presented. The results using hierarchical simulation are found to be better than those using joint simulation in terms of reproduction of large-scale structures which control flow through the reservoir.","This study applies hierarchical simulation using multiple-point geostatistics to model multiple-facies reservoirs, improving reproduction of large-scale structures and honoring depositional relations, outperforming joint simulation in a synthetic fluvial reservoir with four facies."
