"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Nonlinear relationship between heavy oil viscosity and asphaltene dispersion: A molecular dynamics simulation study","https://scispace.com/paper/nonlinear-relationship-between-heavy-oil-viscosity-and-wcayaoevzm","2024","Journal Article","Chemical engineering and science","Jun Zhang
Bojin Zhu
Haoqiang Yuan
Hui Peng
Jie Zhong
Youguo Yan
Zhen Li","10.1016/j.ces.2024.120173","","Theoretically clarifying the sources of viscosity of heavy oil is an essential premise for achieving effective exploitation and viscosity reduction. However, the complicated dispersion behavior of asphaltenes hinders the elucidation of the underlying viscosity mechanisms. Therefore, we investigated the relationship between heavy oil viscosity and asphaltene dispersion, identifying an unconventional nonlinear V-shaped trend. A generalized physical model is then proposed to elucidate the determining sources of heavy oil viscosity. This viscosity model emphasizes the dynamic balance role of external molecular friction and internal structural deformation of asphaltene aggregates in their contribution to viscosity, deepening the understanding of the nature of high viscosity in heavy oil. These results provide valuable theoretical support to enhance our understanding of the microscopic molecular mechanisms underlying heavy oil viscosity, which is expected to contribute to a better comprehension of the intricate viscosity phenomena and the development of more effective viscosity reducers. ","A molecular dynamics simulation study reveals a nonlinear V-shaped relationship between heavy oil viscosity and asphaltene dispersion, proposing a generalized physical model that highlights the dynamic balance of molecular friction and structural deformation in asphaltene aggregates."
"AOSTRA : technical handbook on oil sands, bitumens and heavy oils","https://scispace.com/paper/aostra-technical-handbook-on-oil-sands-bitumens-and-heavy-2vsl9ki81q","1989","Book","","Loren G. Hepler
Hsi Chu","","","This handbook is designed to make available research results, analytical procedures, and engineering data on properties and behaviour of Alberta oil sands deposits. Topics covered include the geology and geochemistry of the oil sands, analytical methods used on oil sands; bitumens, and associated waters; thermodynamical and interfacial properties; phase equilibria; viscosity; fluid flow; heat transfer; mass transfer by diffusion and the use of electricity to heat reservoirs. Each chapter usually includes a theoretical discussion, discussion of relevant techniques and equipment, a presentation and discussion of pertinent data and a discussion of modelling. Each presentation is accompanied by an extensive bibliography. Separate abstracts have been prepared for 13 chapters.","In this article, the authors present a handbook on the properties and behaviour of Alberta oil sands deposits, including geology and geochemistry of the oil sands, analytical methods used on oil sands; bitumens, and associated waters; thermodynamical and interfacial properties; phase equilibria; viscosity; fluid flow; heat transfer; mass transfer by diffusion and the use of electricity to heat reservoirs."
"Towards Economic Production of Grosmont Formation Bitumen: Assessing the Relative Influence of Reservoir Porosity and Permeability, Versus Bitumen Quality, on Production Potential","https://scispace.com/paper/towards-economic-production-of-grosmont-formation-bitumen-3fymuramym","2013","","","Michèle Asgar-Deen
Lauren Brown
Meredith Browning
Julia Davison
Chris Eisinger
Christopher Graham
Steven Hill
Martinus Kaspers
Erin Kellough
Stefan Walter","","https://www.searchanddiscovery.com/abstracts/pdf/2013/90170cspg/abstracts/ndx_asgar.pdf","Summary Economic production of the large carbonate-hosted bitumen deposits of Alberta not only requires new production technologies, but a paradigm shift in how we evaluate reservoirs. Successful strategies must go beyond traditional geological methods of characterizing porosity and permeability and incorporate biodegradation and viscosity gradients. In the Grosmont Formation, the most prospective reservoirs appear to be those located down-dip from the porous subcrop edge, where improved bitumen viscosities translate into significantly improved potential flow rates.","In the Grosmont Formation, the most prospective reservoirs appear to be those located down-dip from the porous subcrop edge, where improved bitumen viscosities translate into significantly improved potential flow rates."
"From Molecular Weight And Nmr Relaxation To Viscosity: An Innovative Approach For Heavy Oil Viscosity Estimation For Real-Time Applications","https://scispace.com/paper/from-molecular-weight-and-nmr-relaxation-to-viscosity-an-3qkkvbl36e","2010","Journal Article","Petrophysics","Ridvan Akkurt
Douglas J. Seifert
Ramsin Y. Eyvazzadeh
Talal M. Al-Beaiji","","","Vertical and lateral viscosity variations in heavy oil reservoirs must be accurately understood for proper reserve assessment, well placement, reservoir simulation and well-test interpretation. Well-logs must be used to determine viscosity trends in the absence of a-priori information or direct viscosity measurements. This paper introduces a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs. Three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase. An empirical transform, built from a database of live oil samples collected in heavy oil reservoirs, is used to compute macroscopic viscosity from the relative volume fractions of the constituents. Case histories presented demonstrate the utility of the methodology in complex carbonate environments. The results clearly show that proper characterization of a heavy oil reservoir requires viscosity information, and interpretations based solely on mobility may have limited success. The case histories also highlight that actual viscosity distributions in heavy oil reservoirs can be quite different from the simple models often used to describe them.","In this article, a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs is introduced, where three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase."
"Forward Modeling the Formation of Viscous Oils and Tar Mats Over Geologic Time via History-Matching of Reservoir Charge","https://scispace.com/paper/forward-modeling-the-formation-of-viscous-oils-and-tar-mats-321dzua6koa5","2024","Proceedings Article","SPE Annual Technical Conference and Exhibition","Tarek S. Mohamed
Morten Kristensen
Carlos Torres‐Verdín
Yucel Akkutlu
Oliver C. Mullins","10.2118/221055-ms","","Abstract Asphaltenes are nanocolloidal structurespresent in various petroleum deposits. High asphaltene content in heavy oils causes the formation of clusters, the largest asphaltene nanocolloidal particles, driving a large gravity gradient of asphaltenes. Viscosity is highly correlated with asphaltene content; therefore, heavy oils are often associated with large viscosity gradients. Large oil-to-water viscosity ratios result in the fingering of injection water into oil columns and reduce sweep efficiency during production. Cluster accumulation at the base of a heavy oil column often leads to tar mat formation at the oil-water contact (OWC), sealing the aquifer from the oil and precluding pressure support and aquifer sweep. Thus, modeling the formation of viscous oils and tar mats is critical for production planning. Asphaltenes are established to have a nanocolloidal structure in a large, anticlinal Middle East reservoir that is well connected as proven by equilibrated asphaltenes, production data, and pressure measurements, and contains black oil in the crest and 100-km rim of heavy oil underlain by ~10m tar mat. Asphaltenes in the black oil exist as nanoaggregates causing a small gradient under the influence of gravity, while asphaltene clusters in the heavy oil exhibit large gradients in density and viscosity. Both asphaltene gradients are matched by Flory-Huggins-Zuo equation of state (FHZ EoS). Over 60m of depth, asphaltene concentrations and viscosity values increase by factors of 10 and 1000, respectively. We use reservoir flow simulation of charge to show the formation of the viscous oil and tar mat. Our simulations honor the well-established nanocolloidal structure of asphaltenes and show how to generate gradients under the influence of gravity. We also investigate the impact of simulation parameters (e.g., reservoir geometry, dip angle) and charge conditions (e.g., charge duration) on asphaltene distributions. We model the following reservoir fluid geodynamic processes leading to current fluid measurements. First, the reservoir is charged with heavy oil. Second, gravity gradients are established from vertical migration of heavy asphaltenes to lower positions (base of the crest or base of the formation interval). This creates a density inversion; the heavier oil at the base of the interval upstructure is more dense than the asphaltene-depleted oil at the top of the interval downstructure. Third, this density inversion causes Boycott convection which transports newly-created heavier oil to the base of the reservoir and lighter oil to the top of the reservoir. Subsequent to Boycott convection, asphaltene equilibration at the base of the column yields very high asphaltene concentrations at the oil-water contact. If the asphaltene concentration exceeds the solvency capacity of the oil for asphaltenes, then asphaltene phase-separation and deposition proceed creating a tar mat. The modeling mechanism is consistent with geochemical measurements, saturation pressure, and gas-oil ratio (~100 SCF/STB). Core plugs from six tar mat wells exhibit significant variation in asphaltene content from 30% to 65%. Tar mat wells establish that 1) tar mat is a two-phase system of very high asphaltene and oil phases and 2) the mechanism proposed agrees with tar mat well properties. Asphaltene nanocolloidal gravity gradients are established vertically while Boycott convection transports dense oil to the base of the reservoir leading to formation of viscous oil and tar mat. The simulations also show that upwelling at the oil-water contact associated with countercurrent flow of Boycott convection precludes asphaltene colloidal settling at the OWC which is required to obtain very high asphaltene concentrations and tar mat formation. Thus, tar mats form when charge is complete but generally not prior to the completion of charge. Here we show for the first time that reservoir flow simulation of charge can honor the basic physics of mass transport in the reservoir and predict tar mat formation. ","Researchers develop a forward modeling approach to simulate the formation of viscous oils and tar mats over geologic time via history-matching of reservoir charge, incorporating asphaltene nanocolloidal structure and Boycott convection to predict tar mat formation and properties."
"Microstructure of Heavy Oil Components and Mechanism of Influence on Viscosity of Heavy Oil","https://scispace.com/paper/microstructure-of-heavy-oil-components-and-mechanism-of-2tgnvnqf","2023","Journal Article","ACS omega","Qiuxia Wang
Wei Zhang
Cheng Wang
Xiaodong Han
Hongyu Wang
Hua Zhang","10.1021/acsomega.2c07713","https://doi.org/10.1021/acsomega.2c07713","The composition of heavy oil is complex, and it is difficult to develop the heavy oil due to its high viscosity and poor fluidity. Therefore, it is very important to clarify the viscous mechanism of heavy oil. In this paper, typical ordinary heavy oil, extra heavy oil, and super heavy oil samples were selected to study the microstructure of heavy oil components and the mechanism of influence on viscosity of heavy oil. The molecular weight, element composition, and polarity of each SARA (short for Saturates, Aromatics, Resins and Asphaltene) component of heavy oil samples were measured and analyzed. The viscosity of heavy oil increases with the increase of the aggregate contents of resins and asphaltene. Resins and asphaltene in heavy oil have a high polarity, high heteroatomic content, and complex molecular structure, which are the key factors affecting the viscosity of heavy oil. On the basis of the experimental results, through simulation calculation and modeling, the microstructure and molecular formula of each component of different heavy oils are obtained, which provides a quantitative reference for revealing the viscosity mechanism of heavy oil. There is little difference in the elemental composition of resins and asphaltene, but the structure is very different and the difference in structure is the key factor leading to the difference in the properties of resins and asphaltene. The content and structure of resins and asphaltene in heavy oil are the key factors leading to the big difference in viscosity of heavy oils.","In this article , the microstructure of heavy oil components and the mechanism of influence on viscosity of heavy oils were investigated. But the authors focused on the micro-structure and molecular formula of each component of different heavy oils."
"Mapping and Modeling Large Viscosity and Asphaltene Variations in a Reservoir Undergoing Active Biodegradation","https://scispace.com/paper/mapping-and-modeling-large-viscosity-and-asphaltene-248d01t863","2014","Proceedings Article","","Richard Jackson
Julian Y. Zuo
Ankit Agarwal
Bernd Heinrich Herold
Sanjay Kumar
Ilaria De Santo
Hadrien Dumont
Cosan Ayan
Oliver C. Mullins","10.2118/170794-MS","","Viscosity is one of the key reservoir fluid properties. It plays a central role in well productivity and displacement efficiency and has a significant impact on completion strategies. Accurately assessing areal and vertical variations of viscosity will lead to more realistic reservoir simulation and optimal field development planning. Downhole fluid analysis (DFA) has successfully been used to measure the properties of reservoir fluids downhole in real time. DFA has excellent accuracy in measuring fluid gradients which in turn enable accurate thermodynamic modeling. Integration of DFA measurements with the thermodynamic modeling has increasingly been employed for evaluating important reservoir properties such as connectivity, fluid compositional and property gradients. The thermodynamic model is the only one that has been shown to treat gradients of heavy ends in all types of crude oils and at equilibrium and disequilibrium conditions. In addition, fluid viscosity depends on concentration of heavy ends that are associated with optical density measured by DFA. Therefore, mapping viscosity and optical density (heavy end content) is a new important application of DFA technology for use as assessment of reservoir architectures and a mutual consistency check of DFA measurements. In this case study, a very large monotonic variation of heavy end content and viscosity is measured. Several different stacked sands exhibit the same profiles. The crude oil at the top of the column exhibits an equilibrium distribution of heavy ends, SARA and viscosity, while the oil at the base of the oil column exhibits a gradient that is far larger than expected for equilibrium. The fluid properties including SARA contents, viscosity and optical density vary sharply with depth towards the base of the column. The origin of this variation is shown to be due to biodegradation. GC-chromatographs of the crude oils towards the top of the column appear to be rather unaltered, while the crude oils at the base of the column are missing all n-alkanes. A new model is developed that accounts for these observations that assumes biodegradation at the oil-water contact (OWC) coupled with diffusion of alkanes to the OWC. Diffusion is a slow process in a geologic time sense accounting for the lack of impact of biodegradation at the top of the column. An overall understanding of charging timing into this reservoir and expected rates of biodegradation are consistent with this model. The overall objective or providing a 1st-principles viscosity map in these stacked sand reservoirs is achieved by this modeling. Linking DFA with thermodynamic modeling along with precepts from petroleum systems modeling provides a compelling understanding of the reservoir.","In this article, a large monotonic variation of heavy end content and viscosity is measured and the origin of this variation is shown to be due to biodegradation."
"Analysis of the microstructure of high viscosity components in Tahe ultra heavy oil based on the combination of ESI (±) FT-ICR/MS","https://scispace.com/paper/analysis-of-the-microstructure-of-high-viscosity-components-3d6y1froar","2024","Journal Article","Fuel","YANG Zu-guo
Hongyu Zhao
Jixiang Guo
Yong Chen","10.1016/j.fuel.2024.131594","","In addressing the challenge of high viscosity in Xinjiang Tahe heavy oil, crucial for optimizing extraction processes, this study focuses on identifying and analyzing the microstructure of key components influencing oil viscosity. The aim is to uncover the underlying reasons for its high viscosity and guide research towards effective viscosity reduction techniques. Electrospray ionization (ESI) combined with fourier transform ion cyclotron resonance mass spectrometry (FT-ICR/MS) characterizes the molecular-level constituents contributing to oil viscosity. The investigation covers the composition and distribution of oxygen-containing, nitrogen-containing, and organometallic compounds, developing a molecular structure model for these critical viscosity-inducing components. Findings reveal Xinjiang Tahe extra heavy oil as a solid mass at room temperature, with significant viscosity reduction observed post-deasphalting, highlighting asphaltenes' pivotal role in viscosity. Analysis indicates a higher content of metal elements (such as V and Ni) in asphaltenes compared to the crude oil itself, with an abundance of porphyrin structures in asphaltenes markedly influencing oil viscosity. Cyclic, aromatic, and unsaturated compound structures are predominantly found in the asphaltenes of heavy oil. Through combined ESI (±) FT-ICR/MS analysis, the crude oil is determined to mainly comprise acidic compounds, non-basic nitrogen compounds, and basic nitrogen compounds, offering significant insight into heavy oil's complex chemical composition. Specifically, non-basic nitrogen compounds in Tahe crude oil, including alkylcarbazoles, alkylbenzocarbazoles, and alkylpolybenzocarbazoles, are identified as key components, with molecular carbon numbers ranging from C12 to C56 and a predominance near C27. Additionally, asphaltenes in Tahe heavy oil exhibit a higher double bond equivalence (DBE) than the crude oil, indicating a greater degree of condensation with an increased number of double bonds and heterocyclic structures. The significant difference in DBE values between asphaltenes and crude oil underscores their impact on viscosity. A detailed molecular structure model of the asphaltenes in Tahe extra heavy oil has been constructed based on FT-ICR/MS analysis, providing a foundational understanding for developing viscosity reduction strategies. ","High viscosity components in Tahe ultra heavy oil are characterized using ESI (±) FT-ICR/MS, revealing the molecular structure and distribution of key components influencing oil viscosity. Asphaltenes play a pivotal role in viscosity reduction, with high content of metal elements and porphyrin structures. Non-basic nitrogen compounds and high double bond equivalence in asphaltenes significantly contribute to oil viscosity. A detailed molecular structure model of asphaltenes is developed, guiding research towards effective viscosity reduction techniques."
"Characteristics and High Viscosity Analysis of Heavy Crudes From Tahe Ultra-deep Reservoirs","https://scispace.com/paper/characteristics-and-high-viscosity-analysis-of-heavy-crudes-1yw5d7x231","2014","Journal Article","Petroleum Science and Technology","C. Chen
Jiaqiang Jing
Y. Qiu
Y.-M. Li
B. Ren
Qingzhe Jiang","10.1080/10916466.2013.841197","","The testing methods of distillation, atomic energy spectroscopy, scanning electron microscopy, rheology, and infrared and ultraviolet spectroscopy were used to characterize Tahe heavy crudes. The influence of their fractional and heteroatomic compositions on their viscosities was analyzed based on grey relativity theory. Combined with spectra and microstructure analysis, the root cause of their high viscosities and corresponding solutions was discussed. The results showed that the high viscosity root cause comes from high contents of the heavy components in the crudes, and the high viscosity could be reduced radically through lowering the concentration of the heavy components or breaking the association structures.","In this article, the influence of fractional and heteroatomic compositions on the viscosities of heavy crudes was analyzed based on grey relativity theory, and the root cause of their high viscosity and corresponding solutions was discussed."
"Asphaltene Gradient Analysis by DFA Coupled with Geochemical Analysis by GC and GCxGC Indicate Connectivity in Agreement with One Year of Production in a Norwegian Oilfield","https://scispace.com/paper/asphaltene-gradient-analysis-by-dfa-coupled-with-geochemical-4lf6i9u65l","2018","Proceedings Article","","Yngve Bolstad Johansen
Joachim Rinna
Soraya S. Betancourt
Julia C. Forsythe
Vladislav Achourov
Jesus Cañas
Li Chen
Julian Y. Zuo
Oliver C. Mullins","10.2118/191490-MS","","
 Asphaltene gradient analysis in many wells in a large field match the Flory-Huggins-Zuo Equation of State (FHZ EoS) indicating equilibrated asphaltenes, thus reservoir connectivity. This analysis is consistent with data from over one year of production to date. Reservoir fluid samples were acquired with use of focused sampling techniques providing contamination free samples. Pressure measurements and many fluid properties are used to validate fluid equilibrium, including GOR and composition analyzed by the Cubic EoS, and a variety of markers in the condensate range, black oil range and the biomarker region. All analyses indicate equilibrium with the exception that the only two outliers in the asphaltene gradient curve are shown to be of different thermal maturity by utilizing the preferred biomarkers, the hopanes Ts and Tm. Moreover, the asphaltene abumdance in differently charged fluids varies by a factor of 6 while the maturity ratio Ts/(Ts+Tm) varies by 6% showing the sensitivity of asphaltene gradients for connectivity analysis. The modest levels of biodegradation (Peters- Moldovan rank=1) are used to constrain the petroleum system context of this reservoir considering that current reservoir temperatures significantly exceed biodegradation thresholds. There is evidence both that mildly biodegraded oil spilled into this reservoir and that some further biodegradation occurred in reservoir. Different gas-oil contacts in the field are associated with charge direction and show the limits of Cubic EoS for connectivity analysis in contrast to the good capability of the asphaltene gradients and FHZ EoS for this purpose. Moreover, the FHZ EoS analysis indicates that the asphaltenes are dispersed as a true molecular solution for this light oil in accord with the Yen-Mullins model of asphaltenes. Results from detailed whole-core and petrophysical analyses supports connectivity analysis. Core analysis shows the lack of any asphaltene deposition in the reservoir as expected from the fluid and asphaltene evaluations.","In this article, asphaltene gradient analysis in many wells in a large field matched the Flory-Huggins-Zuo Equation of State (FHZ EoS) indicating equilibrated Asphaltenes, thus reservoir connectivity."
"A correlation of United States tar sand bitumen viscosities with NMR spectroscopic parameters","https://scispace.com/paper/a-correlation-of-united-states-tar-sand-bitumen-viscosities-4nzwr0mn54","1990","Journal Article","Petroleum Science and Technology","D.A. Netzel
T.F. Turner","10.1080/08843759008915931","","Many physicochemical properties of bitumens must be known in order to mathematically model and simulate the processes used for the recovery of bitumen from tar sands. One fundamental property is the temperature dependence of viscosity. This property determines the heat transfer and flow characteristics of a bitumen through a porous media. A method has been developed whereby the viscosity of a tar sand bitumen at any temperature can be calculated from nuclear magnetic resonance parameters. The method is semiempirical but is based upon some fundamental theoretical concepts for molecular mobility and intermolecular interactions. Using this method, the viscosities of three United States tar sand bitumens have been correlated to the weighted average spin-spin relaxation rates for the semiliquid, solidlike mobile, and solidlike rigid phases of the bitumens. The results indicate that bitumens with a high viscosity have a greater amount of solidlike rigid phase and lesser amounts of solidlike mobile and ...","In this article, a method was developed whereby the viscosity of a tar sand bitumen at any temperature can be calculated from nuclear magnetic resonance parameters, based upon some fundamental theoretical concepts for molecular mobility and intermolecular interactions."
"A Comparative Assessment of Biomarker-Based Thermal Maturity Parameters","https://scispace.com/paper/a-comparative-assessment-of-biomarker-based-thermal-maturity-15m5txca4b","2018","","","Titilade Aderoju
Stephen Bend","10.1306/13602031M1143706","","This study examines and assesses a number of commonly used biomarker ratios that are routinely applied as proxies for thermal maturity. Using the organic-rich shale of the Bakken Formation and uncontaminated core cut from a single borehole within southern Saskatchewan, Canada, a series of detailed biomarker depth profiles were created based upon 18 samples sampled over an interval of 3.98 m (13 ft). Detailed analysis shows a high degree of variability in Ts/(Ts + Tm), the C29 20S/(20S + 20R) sterane, C29αββ/(ααα + αββ) sterane, and the C32 22S/(22S + 22R) homohopane biomarker thermal maturity ratios, although Ts/(Ts + Tm) and the C29 20S/(20S + 20R) sterane ratio show the greatest degree of variation. There is no agreement as to the precise level of thermal maturity over the sampled interval, with expressions of thermal maturity that range from very immature, through early mature, to peak maturity depending upon which biomarker index is used. Furthermore, when compared to the absolute abundance for each biomarker isomer, all biomarker ratios have the highest expressions of thermal maturity over intervals of depth in which absolute abundance is very low. Generally, observed variations in biomarker ratio cannot be ascribed to the effects of thermal maturation. A comparative examination of absolute abundance against gammacerane and other paleodepositional proxies indicates that the paleodepositional environment and variations in source input have a very strong influence upon these biomarker parameters. A lack of consistency in most biomarker ratios highlights the potential inaccuracies that could arise when biomarker-based assessments are derived from a single sample, or very limited number of samples per formational unit. Results from this study call into question the universal assumption that the transformation of biological isomer, or configuration, to that of a geological isomer or configuration is solely governed by the thermal conversion of a reactant and a product. This study clearly supports a growing body of evidence that many biomarker thermal maturation parameters are subject to diagenetic effects (i.e., paleodepositional) or a paleoecological overprint, and that depth-wise variations in a given biomarker ratio may not be due to catagenesis resulting from burial depth and increasing thermal maturity.","In this article, the authors examined and assessed a number of commonly used biomarker ratios that are routinely applied as proxies for thermal maturity in the Bakken Formation and found that they are subject to diagenetic effects (i.e., paleodepositional) or a paleoecological overprint."
"Viscosity from Geochemical Techniques: A Case Study for a Heavy Oil Field on the UKCS","https://scispace.com/paper/viscosity-from-geochemical-techniques-a-case-study-for-a-347ucgph","2022","Proceedings Article","","Ian Cutler
Alexandra Cely
Julian Kenneth Spencer Moore
Tao Yang
Nicholas Birch
P. M. Ablard","10.2118/209690-ms","","
 Heavy oil fields are characterised by complex chemistries and exhibit a wide range of physical properties (especially oil viscosity). This paper describes the development of two innovative and cost-effective data acquisition methods: the optimised use of mud gas data and the geochemical characterisation of cuttings extracts, both as an alternative data source for oil viscosity determination. Applications of these methods can lead to the cost reduction of data acquisition programs and potentially improvements in oil recovery.
 The mud gas provides real-time surface logging data. Due to the nature of heavy oil in the case study wells, the mud gas compositions contain mainly C1-C3. By comparing with the reservoir oil samples from the exploration and appraisal wells, we investigated the possibility of using mud gas while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscosity group. For cutting analysis, we thoroughly investigated solvent extracts from cuttings from the exploration and appraisal wells and correlated them with the oil viscosity from the corresponding PVT samples. When such a correlation is established, we can then apply the correlation to predict oil viscosity from the cuttings of new production wells.
 We achieved excellent results for both real-time oil viscosity identification from mud gas data and post well oil viscosity prediction from the extraction of cuttings. The C1/(C2+C3) is the key parameter for oil viscosity identification from the standard mud gas data in the field. For the past wells, the mud gas interpretation has high accuracy for determining if the reservoir oil belongs to the high viscosity or medium viscosity regions. We established a strong correlation between the biomarkers and the oil viscosity from the exploration and appraisal wells. When we applied the correlation to new production wells, the oil viscosity prediction was very close to the viscosity measurement from the wellhead PVT samples.
 The geochemical techniques provide oil viscosity for critical decisions regarding well placement and reservoir management modelling. The new source of reservoir fluid data from mud gas and cuttings provides real-time fluid interpretation while drilling and close to PVT sample quality oil viscosity prediction after drilling. This new approach is cost-efficient and has a large potential to replace the downhole fluid sampling or expensive downhole logging tools for production wells.","In this paper , the authors investigated the possibility of using mud gas data while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscous group. And then, they applied the correlation to new production wells, the oil visco-ity prediction was very close to the viscoity measurement from the wellhead PVT samples."
"Prediction of difficulty for developing heavy oil reservoir with geochemical parameters","https://scispace.com/paper/prediction-of-difficulty-for-developing-heavy-oil-reservoir-3zx398vrej","2004","Journal Article","Acta Petrologica Sinica","Zhao Hong-jing","","","The viscosity of biodegraded oil is highly correlated to biodegradation degree.The distribution of some biomarkers in oil varies with the different biodegradation degrees.Oil viscosity in negatively correlated to saturated hydrocarbon concentration in oil and w(Pr+ Ph)-to- w(C 30 hopane)ratio,and it is also positively correlated to polar compounds' concentration and w(Pr+Ph)-to-w(nC 17 +nC 18 ) ratio.In addition,oil viscosity has close correlation with w(Pr+Ph)-to-w(carotene) ratio.Those geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate oil production difficulty.The predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact.The distribution of production difficulty in this reservoir is similar to the distribution of oil viscosity.","In this article, the predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact."
"New Technology of Optimizing Heavy Oil Reservoir Management by Geochemical Means: A Case Study in Block Leng 43, Liaohe Oilfield, China","https://scispace.com/paper/new-technology-of-optimizing-heavy-oil-reservoir-management-4cyuyz5c2i","2002","Journal Article","Chinese Journal of Geochemistry","Zhao Hong-jing
Zhang Chunming
Mei Bo-wen
Steve Larter
Wu Tiesheng","10.1007/BF02831535","","Geochemical methods can be used to optimize heavy oil reservoir management. The distribution of some biomarkers in oils is different with the degree of biodegradation. Geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate the difficulties involved in oil production. The results of viscosity prediction for oils from reservoir S32 in block Leng 43 and preliminary evaluation of oil production difficulty are consistent with the geological data.","In this article, the authors used geochemical parameters to predict oil viscosity and thus to preliminarily evaluate the difficulties involved in oil production, and the results of the prediction for oils from reservoir S32 in block Leng 43 are consistent with the geological data."
"Geochemical Properties of Heavy Oil in Central Sumatra Basin","https://scispace.com/paper/geochemical-properties-of-heavy-oil-in-central-sumatra-basin-kt2tweqo","2022","Journal Article","Scientific Contributions Oil & Gas","Desi Yensusnimar","10.29017/scog.44.3.710","","Heavyoilcommonly occurs due to biodegradation, whichmade the lighter fractiondisappears and then leaves the heavier fraction. Heavy oil is characterized by asphaltic, solid, and viscous because it contains asphalthene. Chemically, heavy oils contain fewer hydrogen atoms than light oils. Bulk properties ofheavy oil in addition to having a specific gravity of less than 25° API gravity, high viscosity, and often contain (concentration) of heavy metals (vanadium, nickel) which is higher than light oil (normal oil). Geochemical analysis based on the gas chromatography (GC) chromatogram of heavy oil in the Central Sumatra Basin shows a different pattern. The chromatogram pattern eliminates the light molecular fractions of the compounds in biodegraded oil and tar sand/bitumen. According to their geochemical properties, there are 4 (four) types of heavy oil in the Central Sumatra Basin namely: Type l come from shallow reservoir, water wash, and full biodegradation/all alkane depleted); Type 2 come from shallow reservoir, meteoric water, and light biodegradation, only low molecular weight alkane depleted); Type 3 come from deep reservoir, vertical gravity segregation, decreased weight fraction, can be caused by oil conditions in thick reservoirs, covered by impermeable lithology and usually located on the edge of the field (flank). Type 4 which contains medium-heavy oil (27°API) and is difficult to produce.","In this article , the gas chromatography (GC) chromatogram of heavy oil in the Central Sumatra Basin shows a different pattern, which eliminates the light molecular fractions of the compounds in biodegraded oil and tar sand/bitumen."
"Prediction of Difficulty for Developing Heavy Oil Reservoir with Geochemical Parameters","https://scispace.com/paper/prediction-of-difficulty-for-developing-heavy-oil-reservoir-0g5ueo4apid4","","","","赵红静
张春明
梅博文
张敏
尹太举","10.3321/j.issn:0253-2697.2004.03.012","","The viscosity of biodegraded oil is highly correlated to biodegradation degree.The distribution of some biomarkers in oil varies with the different biodegradation degrees.Oil viscosity in negatively correlated to saturated hydrocarbon concentration in oil and w(Pr+ Ph)-to- w(C 30 hopane)ratio,and it is also positively correlated to polar compounds' concentration and w(Pr+Ph)-to-w(nC 17 +nC 18 ) ratio.In addition,oil viscosity has close correlation with w(Pr+Ph)-to-w(carotene) ratio.Those geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate oil production difficulty.The predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact.The distribution of production difficulty in this reservoir is similar to the distribution of oil viscosity.","Researchers developed a geochemical parameter-based model to predict oil viscosity and production difficulty in heavy oil reservoirs, demonstrating its applicability in evaluating oil production challenges in the Leng-43 block of Liaohe Oilfield."
